task,task_normalized,dwa_title,iwa_title,gwa_title,title,title_normalized,soc_code_2010,title_current,soc_code_2019,soc_code_2019_full,broad_occ,minor_occ_category,major_occ_category,physical,auto_aug_mean,pct_normalized,date,freq_mean,importance,relevance,task_prop,eloundu_human,eloundu_gpt4,a_med_nat_2025,a_med_al_2025,a_med_ak_2025,a_med_az_2025,a_med_ar_2025,a_med_ca_2025,a_med_co_2025,a_med_ct_2025,a_med_de_2025,a_med_dc_2025,a_med_fl_2025,a_med_ga_2025,a_med_hi_2025,a_med_id_2025,a_med_il_2025,a_med_in_2025,a_med_ia_2025,a_med_ks_2025,a_med_ky_2025,a_med_la_2025,a_med_me_2025,a_med_md_2025,a_med_ma_2025,a_med_mi_2025,a_med_mn_2025,a_med_ms_2025,a_med_mo_2025,a_med_mt_2025,a_med_ne_2025,a_med_nv_2025,a_med_nh_2025,a_med_nj_2025,a_med_nm_2025,a_med_ny_2025,a_med_nc_2025,a_med_nd_2025,a_med_oh_2025,a_med_ok_2025,a_med_or_2025,a_med_pa_2025,a_med_ri_2025,a_med_sc_2025,a_med_sd_2025,a_med_tn_2025,a_med_tx_2025,a_med_ut_2025,a_med_vt_2025,a_med_va_2025,a_med_wa_2025,a_med_wv_2025,a_med_wi_2025,a_med_wy_2025,a_med_gu_2025,a_med_pr_2025,a_med_vi_2025,emp_tot_nat_2025,emp_tot_al_2025,emp_tot_ak_2025,emp_tot_az_2025,emp_tot_ar_2025,emp_tot_ca_2025,emp_tot_co_2025,emp_tot_ct_2025,emp_tot_de_2025,emp_tot_dc_2025,emp_tot_fl_2025,emp_tot_ga_2025,emp_tot_hi_2025,emp_tot_id_2025,emp_tot_il_2025,emp_tot_in_2025,emp_tot_ia_2025,emp_tot_ks_2025,emp_tot_ky_2025,emp_tot_la_2025,emp_tot_me_2025,emp_tot_md_2025,emp_tot_ma_2025,emp_tot_mi_2025,emp_tot_mn_2025,emp_tot_ms_2025,emp_tot_mo_2025,emp_tot_mt_2025,emp_tot_ne_2025,emp_tot_nv_2025,emp_tot_nh_2025,emp_tot_nj_2025,emp_tot_nm_2025,emp_tot_ny_2025,emp_tot_nc_2025,emp_tot_nd_2025,emp_tot_oh_2025,emp_tot_ok_2025,emp_tot_or_2025,emp_tot_pa_2025,emp_tot_ri_2025,emp_tot_sc_2025,emp_tot_sd_2025,emp_tot_tn_2025,emp_tot_tx_2025,emp_tot_ut_2025,emp_tot_vt_2025,emp_tot_va_2025,emp_tot_wa_2025,emp_tot_wv_2025,emp_tot_wi_2025,emp_tot_wy_2025,emp_tot_gu_2025,emp_tot_pr_2025,emp_tot_vi_2025
"Inspect electrical connections, wiring, relays, charging resistance boxes, and storage batteries, following wiring diagrams.",inspect electrical connections wiring relays charging resistance boxes and storage batteries following wiring diagrams,Inspect electrical or electronic systems for defects.,"Inspect commercial, industrial, or production systems or equipment.","Inspecting Equipment, Structures, or Materials","Electric Motor, Power Tool, and Related Repairers",electric motor power tool and related repairers,49-2092.00,"Electric Motor, Power Tool, and Related Repairers",49-2092,49-2092.00,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers","Electrical and Electronic Equipment Mechanics, Installers, and Repairers","Installation, Maintenance, and Repair Occupations",True,3.3038008275670583,0.0003475728509366,2026-02-12,1.8630726923076923,3.95,74.41,1.2580645161290325,E0,E0,56210.0,38430.0,56210.0,51600.0,51670.0,66040.0,61570.0,63970.0,44290.0,56210.0,46200.0,43610.0,56210.0,47840.0,79320.0,46520.0,47180.0,57600.0,48900.0,60420.0,61090.0,54670.0,62710.0,48440.0,58690.0,49060.0,47120.0,56210.0,57760.0,60230.0,63030.0,60750.0,56210.0,66710.0,46320.0,61160.0,52350.0,38880.0,49260.0,56210.0,56210.0,59460.0,50150.0,36240.0,60290.0,59980.0,56210.0,63690.0,56870.0,51280.0,75550.0,56210.0,56210.0,26340.0,56210.0,14450.0,100.0,30.0,299.0,90.0,810.0,640.0,180.0,30.0,65.0,1150.0,190.0,58.0,60.0,840.0,210.0,210.0,110.0,280.0,270.0,59.0,40.0,336.0,390.0,60.0,170.0,220.0,47.0,60.0,30.0,63.0,100.0,80.0,410.0,750.0,160.0,550.0,690.0,230.0,1480.0,46.0,60.0,60.0,303.0,2250.0,160.0,28.0,570.0,30.0,70.0,260.0,26.0,6.0,170.0,3.0
"Verify and adjust alignments and dimensions of parts, using gauges and tracing lathes.",verify and adjust alignments and dimensions of parts using gauges and tracing lathes,Adjust equipment to ensure optimal performance.,Adjust equipment to ensure adequate performance.,Handling and Moving Objects,"Electric Motor, Power Tool, and Related Repairers",electric motor power tool and related repairers,49-2092.00,"Electric Motor, Power Tool, and Related Repairers",49-2092,49-2092.00,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers","Electrical and Electronic Equipment Mechanics, Installers, and Repairers","Installation, Maintenance, and Repair Occupations",True,2.539139762439649,0.0004055016594261,2026-02-12,1.358206923076923,4.25,57.92,1.2580645161290325,E0,E0,56210.0,38430.0,56210.0,51600.0,51670.0,66040.0,61570.0,63970.0,44290.0,56210.0,46200.0,43610.0,56210.0,47840.0,79320.0,46520.0,47180.0,57600.0,48900.0,60420.0,61090.0,54670.0,62710.0,48440.0,58690.0,49060.0,47120.0,56210.0,57760.0,60230.0,63030.0,60750.0,56210.0,66710.0,46320.0,61160.0,52350.0,38880.0,49260.0,56210.0,56210.0,59460.0,50150.0,36240.0,60290.0,59980.0,56210.0,63690.0,56870.0,51280.0,75550.0,56210.0,56210.0,26340.0,56210.0,14450.0,100.0,30.0,299.0,90.0,810.0,640.0,180.0,30.0,65.0,1150.0,190.0,58.0,60.0,840.0,210.0,210.0,110.0,280.0,270.0,59.0,40.0,336.0,390.0,60.0,170.0,220.0,47.0,60.0,30.0,63.0,100.0,80.0,410.0,750.0,160.0,550.0,690.0,230.0,1480.0,46.0,60.0,60.0,303.0,2250.0,160.0,28.0,570.0,30.0,70.0,260.0,26.0,6.0,170.0,3.0
"Inspect and test electrical systems and equipment to locate and diagnose malfunctions, using visual inspections, testing devices, and computer software.",inspect and test electrical systems and equipment to locate and diagnose malfunctions using visual inspections testing devices and computer software,Inspect electrical or electronic systems for defects.,"Inspect commercial, industrial, or production systems or equipment.","Inspecting Equipment, Structures, or Materials","Electrical and Electronics Installers and Repairers, Transportation Equipment",electrical and electronics installers and repairers transportation equipment,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",49-2093,49-2093.00,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers","Electrical and Electronic Equipment Mechanics, Installers, and Repairers","Installation, Maintenance, and Repair Occupations",True,5.0,0.0123197860979535,2026-02-12,1.6648442307692308,4.03,85.95,1.0,E0,E2,84890.0,75450.0,84890.0,84110.0,84890.0,84820.0,96680.0,58120.0,84890.0,84890.0,77110.0,62710.0,84890.0,84890.0,93300.0,84890.0,75130.0,99420.0,84890.0,77270.0,61820.0,98850.0,81420.0,69510.0,78690.0,84890.0,81220.0,96560.0,84890.0,102210.0,84890.0,84890.0,83470.0,87360.0,84890.0,84890.0,75810.0,64120.0,104410.0,84750.0,84890.0,84890.0,84890.0,58250.0,86520.0,84890.0,84890.0,87860.0,122140.0,84890.0,84890.0,84890.0,84890.0,84890.0,84890.0,6940.0,50.0,14.0,50.0,58.0,1480.0,70.0,60.0,21.0,31.000000000000004,230.0,190.0,28.0,38.0,140.0,142.0,100.0,60.0,89.0,40.0,90.0,290.0,90.0,130.0,40.0,52.0,170.0,50.0,300.0,120.0,30.0,190.0,30.0,500.00000000000006,219.0,19.0,60.0,76.0,160.0,40.0,22.0,102.0,20.0,340.0,580.0,77.0,13.0,240.0,230.0,31.000000000000004,130.0,12.0,3.0,42.0,1.0
"Inspect and test electrical systems and equipment to locate and diagnose malfunctions, using visual inspections, testing devices, and computer software.",inspect and test electrical systems and equipment to locate and diagnose malfunctions using visual inspections testing devices and computer software,Test electrical equipment or systems to ensure proper functioning.,Test performance of equipment or systems.,"Inspecting Equipment, Structures, or Materials","Electrical and Electronics Installers and Repairers, Transportation Equipment",electrical and electronics installers and repairers transportation equipment,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",49-2093,49-2093.00,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers","Electrical and Electronic Equipment Mechanics, Installers, and Repairers","Installation, Maintenance, and Repair Occupations",True,5.0,0.0123197860979535,2026-02-12,1.6648442307692308,4.03,85.95,1.0,E0,E2,84890.0,75450.0,84890.0,84110.0,84890.0,84820.0,96680.0,58120.0,84890.0,84890.0,77110.0,62710.0,84890.0,84890.0,93300.0,84890.0,75130.0,99420.0,84890.0,77270.0,61820.0,98850.0,81420.0,69510.0,78690.0,84890.0,81220.0,96560.0,84890.0,102210.0,84890.0,84890.0,83470.0,87360.0,84890.0,84890.0,75810.0,64120.0,104410.0,84750.0,84890.0,84890.0,84890.0,58250.0,86520.0,84890.0,84890.0,87860.0,122140.0,84890.0,84890.0,84890.0,84890.0,84890.0,84890.0,6940.0,50.0,14.0,50.0,58.0,1480.0,70.0,60.0,21.0,31.000000000000004,230.0,190.0,28.0,38.0,140.0,142.0,100.0,60.0,89.0,40.0,90.0,290.0,90.0,130.0,40.0,52.0,170.0,50.0,300.0,120.0,30.0,190.0,30.0,500.00000000000006,219.0,19.0,60.0,76.0,160.0,40.0,22.0,102.0,20.0,340.0,580.0,77.0,13.0,240.0,230.0,31.000000000000004,130.0,12.0,3.0,42.0,1.0
Locate and remove or repair circuit defects such as blown fuses or malfunctioning transistors.,locate and remove or repair circuit defects such as blown fuses or malfunctioning transistors,Repair electrical circuits or wiring.,Repair electrical or electronic equipment.,Repairing and Maintaining Mechanical Equipment,"Electrical and Electronics Installers and Repairers, Transportation Equipment",electrical and electronics installers and repairers transportation equipment,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",49-2093,49-2093.00,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers","Electrical and Electronic Equipment Mechanics, Installers, and Repairers","Installation, Maintenance, and Repair Occupations",True,2.822619047619048,0.0002776158771724,2026-02-12,0.6473565384615384,3.72,90.43,1.0,E0,E0,84890.0,75450.0,84890.0,84110.0,84890.0,84820.0,96680.0,58120.0,84890.0,84890.0,77110.0,62710.0,84890.0,84890.0,93300.0,84890.0,75130.0,99420.0,84890.0,77270.0,61820.0,98850.0,81420.0,69510.0,78690.0,84890.0,81220.0,96560.0,84890.0,102210.0,84890.0,84890.0,83470.0,87360.0,84890.0,84890.0,75810.0,64120.0,104410.0,84750.0,84890.0,84890.0,84890.0,58250.0,86520.0,84890.0,84890.0,87860.0,122140.0,84890.0,84890.0,84890.0,84890.0,84890.0,84890.0,6940.0,50.0,14.0,50.0,58.0,1480.0,70.0,60.0,21.0,31.000000000000004,230.0,190.0,28.0,38.0,140.0,142.0,100.0,60.0,89.0,40.0,90.0,290.0,90.0,130.0,40.0,52.0,170.0,50.0,300.0,120.0,30.0,190.0,30.0,500.00000000000006,219.0,19.0,60.0,76.0,160.0,40.0,22.0,102.0,20.0,340.0,580.0,77.0,13.0,240.0,230.0,31.000000000000004,130.0,12.0,3.0,42.0,1.0
Refer to schematics and manufacturers' specifications that show connections and provide instructions on how to locate problems.,refer to schematics and manufacturers specifications that show connections and provide instructions on how to locate problems,Read technical information needed to perform maintenance or repairs.,Read documents or materials to inform work processes.,Getting Information,"Electrical and Electronics Installers and Repairers, Transportation Equipment",electrical and electronics installers and repairers transportation equipment,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",49-2093,49-2093.00,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers","Electrical and Electronic Equipment Mechanics, Installers, and Repairers","Installation, Maintenance, and Repair Occupations",False,1.6165827901988283,0.0002467696685977,2026-02-12,1.6221196153846154,3.61,95.9,1.0,E2,E2,84890.0,75450.0,84890.0,84110.0,84890.0,84820.0,96680.0,58120.0,84890.0,84890.0,77110.0,62710.0,84890.0,84890.0,93300.0,84890.0,75130.0,99420.0,84890.0,77270.0,61820.0,98850.0,81420.0,69510.0,78690.0,84890.0,81220.0,96560.0,84890.0,102210.0,84890.0,84890.0,83470.0,87360.0,84890.0,84890.0,75810.0,64120.0,104410.0,84750.0,84890.0,84890.0,84890.0,58250.0,86520.0,84890.0,84890.0,87860.0,122140.0,84890.0,84890.0,84890.0,84890.0,84890.0,84890.0,6940.0,50.0,14.0,50.0,58.0,1480.0,70.0,60.0,21.0,31.000000000000004,230.0,190.0,28.0,38.0,140.0,142.0,100.0,60.0,89.0,40.0,90.0,290.0,90.0,130.0,40.0,52.0,170.0,50.0,300.0,120.0,30.0,190.0,30.0,500.00000000000006,219.0,19.0,60.0,76.0,160.0,40.0,22.0,102.0,20.0,340.0,580.0,77.0,13.0,240.0,230.0,31.000000000000004,130.0,12.0,3.0,42.0,1.0
Confer with customers to determine the nature of malfunctions.,confer with customers to determine the nature of malfunctions,Confer with customers or users to assess problems.,Confer with clients to determine needs or order specifications.,"Communicating with Supervisors, Peers, or Subordinates","Electrical and Electronics Installers and Repairers, Transportation Equipment",electrical and electronics installers and repairers transportation equipment,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",49-2093,49-2093.00,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers","Electrical and Electronic Equipment Mechanics, Installers, and Repairers","Installation, Maintenance, and Repair Occupations",False,5.0,0.0006952288580604,2026-02-12,0.8670634615384615,3.87,55.86,1.0,E2,E1,84890.0,75450.0,84890.0,84110.0,84890.0,84820.0,96680.0,58120.0,84890.0,84890.0,77110.0,62710.0,84890.0,84890.0,93300.0,84890.0,75130.0,99420.0,84890.0,77270.0,61820.0,98850.0,81420.0,69510.0,78690.0,84890.0,81220.0,96560.0,84890.0,102210.0,84890.0,84890.0,83470.0,87360.0,84890.0,84890.0,75810.0,64120.0,104410.0,84750.0,84890.0,84890.0,84890.0,58250.0,86520.0,84890.0,84890.0,87860.0,122140.0,84890.0,84890.0,84890.0,84890.0,84890.0,84890.0,6940.0,50.0,14.0,50.0,58.0,1480.0,70.0,60.0,21.0,31.000000000000004,230.0,190.0,28.0,38.0,140.0,142.0,100.0,60.0,89.0,40.0,90.0,290.0,90.0,130.0,40.0,52.0,170.0,50.0,300.0,120.0,30.0,190.0,30.0,500.00000000000006,219.0,19.0,60.0,76.0,160.0,40.0,22.0,102.0,20.0,340.0,580.0,77.0,13.0,240.0,230.0,31.000000000000004,130.0,12.0,3.0,42.0,1.0
Confer with customers to determine the nature of malfunctions.,confer with customers to determine the nature of malfunctions,Confer with customers or users to assess problems.,Confer with clients to determine needs or order specifications.,"Communicating with Supervisors, Peers, or Subordinates","Electronic Equipment Installers and Repairers, Motor Vehicles",electronic equipment installers and repairers motor vehicles,49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",49-2096,49-2096.00,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers","Electrical and Electronic Equipment Mechanics, Installers, and Repairers","Installation, Maintenance, and Repair Occupations",False,5.0,0.0006952288580604,2026-02-12,1.9386815384615383,4.28,91.59,1.0,E2,E0,48420.0,38520.0,48420.0,57280.0,41510.0,48500.0,60070.0,44980.0,48420.0,48420.0,47980.0,59550.0,47780.0,55760.0,47150.0,56730.0,55160.0,33380.0,64570.0,41040.0,48420.0,48420.0,47590.0,48070.0,49740.0,38500.0,38760.0,49920.0,47630.0,46100.0,48420.0,41070.0,49300.0,60220.0,46850.0,47310.0,45120.0,48420.0,56000.0,26640.0,48420.0,48230.0,48420.0,49140.0,48730.0,48420.0,48420.0,49210.0,59010.0,51890.0,38070.0,48420.0,48420.0,48420.0,48420.0,8550.0,70.0,18.0,40.0,80.0,960.0,157.0,90.0,50.0,38.0,660.0,300.0,70.0,90.0,170.0,470.0,85.0,90.0,40.0,106.0,35.0,151.0,220.0,80.0,250.0,90.0,70.0,40.0,56.0,85.0,37.0,170.0,160.0,290.0,190.0,100.0,230.0,93.0,200.0,331.0,27.0,230.0,25.0,210.0,1210.0,95.0,17.0,440.0,120.0,40.0,161.0,15.0,4.0,51.0,2.0
Operate equipment to demonstrate proper use or to analyze malfunctions.,operate equipment to demonstrate proper use or to analyze malfunctions,Diagnose equipment malfunctions.,Diagnose system or equipment problems.,Making Decisions and Solving Problems,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",electrical and electronics repairers commercial and industrial equipment,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",49-2094,49-2094.00,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers","Electrical and Electronic Equipment Mechanics, Installers, and Repairers","Installation, Maintenance, and Repair Occupations",True,5.0,0.0026878387821679,2026-02-12,0.9219792307692308,4.09,87.38,1.0,E0,E0,74090.0,65600.0,96390.0,77110.0,66980.0,87080.0,79610.0,77290.0,86290.0,74090.0,61530.0,68470.0,85420.0,64410.0,59950.0,66620.0,72250.0,77360.0,62980.0,64500.0,81180.0,79650.0,77570.0,66140.0,80220.0,71700.0,60950.0,75660.0,64120.0,82680.0,77850.0,74980.0,80590.0,78130.0,76740.0,98700.0,62310.0,75480.0,91910.0,65960.0,76860.0,75490.0,64900.0,61560.0,74480.0,75500.0,74000.0,71320.0,99200.0,74920.0,74980.0,86880.0,74090.0,22580.0,74090.0,65010.0,930.0,160.0,1345.0,330.0,5830.0,2200.0,430.0,160.0,292.0,3650.0,3040.0,400.0,420.0,1150.0,1100.0,1130.0,340.0,630.0,950.0,410.0,1160.0,920.0,1460.0,1240.0,500.0,590.0,120.0,410.0,710.0,210.0,1290.0,420.0,1700.0,1660.0,520.0,1510.0,800.0,840.0,2710.0,200.0,1130.0,470.0,1700.0,13540.0,750.0,110.0,1570.0,1660.0,220.0,850.0,100.0,28.0,190.0,13.0
Operate equipment to demonstrate proper use or to analyze malfunctions.,operate equipment to demonstrate proper use or to analyze malfunctions,Demonstrate activity techniques or equipment use.,Train others to use equipment or products.,Training and Teaching Others,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",electrical and electronics repairers commercial and industrial equipment,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",49-2094,49-2094.00,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers","Electrical and Electronic Equipment Mechanics, Installers, and Repairers","Installation, Maintenance, and Repair Occupations",True,5.0,0.0026878387821679,2026-02-12,0.9219792307692308,4.09,87.38,1.0,E0,E0,74090.0,65600.0,96390.0,77110.0,66980.0,87080.0,79610.0,77290.0,86290.0,74090.0,61530.0,68470.0,85420.0,64410.0,59950.0,66620.0,72250.0,77360.0,62980.0,64500.0,81180.0,79650.0,77570.0,66140.0,80220.0,71700.0,60950.0,75660.0,64120.0,82680.0,77850.0,74980.0,80590.0,78130.0,76740.0,98700.0,62310.0,75480.0,91910.0,65960.0,76860.0,75490.0,64900.0,61560.0,74480.0,75500.0,74000.0,71320.0,99200.0,74920.0,74980.0,86880.0,74090.0,22580.0,74090.0,65010.0,930.0,160.0,1345.0,330.0,5830.0,2200.0,430.0,160.0,292.0,3650.0,3040.0,400.0,420.0,1150.0,1100.0,1130.0,340.0,630.0,950.0,410.0,1160.0,920.0,1460.0,1240.0,500.0,590.0,120.0,410.0,710.0,210.0,1290.0,420.0,1700.0,1660.0,520.0,1510.0,800.0,840.0,2710.0,200.0,1130.0,470.0,1700.0,13540.0,750.0,110.0,1570.0,1660.0,220.0,850.0,100.0,28.0,190.0,13.0
Calibrate testing instruments and installed or repaired equipment to prescribed specifications.,calibrate testing instruments and installed or repaired equipment to prescribed specifications,Calibrate equipment to specifications.,Adjust equipment to ensure adequate performance.,Handling and Moving Objects,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",electrical and electronics repairers commercial and industrial equipment,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",49-2094,49-2094.00,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers","Electrical and Electronic Equipment Mechanics, Installers, and Repairers","Installation, Maintenance, and Repair Occupations",True,4.934707395814053,0.0050710346612512,2026-02-12,0.853663076923077,3.99,86.74,1.0,E0,E0,74090.0,65600.0,96390.0,77110.0,66980.0,87080.0,79610.0,77290.0,86290.0,74090.0,61530.0,68470.0,85420.0,64410.0,59950.0,66620.0,72250.0,77360.0,62980.0,64500.0,81180.0,79650.0,77570.0,66140.0,80220.0,71700.0,60950.0,75660.0,64120.0,82680.0,77850.0,74980.0,80590.0,78130.0,76740.0,98700.0,62310.0,75480.0,91910.0,65960.0,76860.0,75490.0,64900.0,61560.0,74480.0,75500.0,74000.0,71320.0,99200.0,74920.0,74980.0,86880.0,74090.0,22580.0,74090.0,65010.0,930.0,160.0,1345.0,330.0,5830.0,2200.0,430.0,160.0,292.0,3650.0,3040.0,400.0,420.0,1150.0,1100.0,1130.0,340.0,630.0,950.0,410.0,1160.0,920.0,1460.0,1240.0,500.0,590.0,120.0,410.0,710.0,210.0,1290.0,420.0,1700.0,1660.0,520.0,1510.0,800.0,840.0,2710.0,200.0,1130.0,470.0,1700.0,13540.0,750.0,110.0,1570.0,1660.0,220.0,850.0,100.0,28.0,190.0,13.0
Examine work orders and converse with equipment operators to detect equipment problems and to ascertain whether mechanical or human errors contributed to the problems.,examine work orders and converse with equipment operators to detect equipment problems and to ascertain whether mechanical or human errors contributed to the problems,Read work orders or descriptions of problems to determine repairs or modifications needed.,Read documents or materials to inform work processes.,Getting Information,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",electrical and electronics repairers commercial and industrial equipment,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",49-2094,49-2094.00,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers","Electrical and Electronic Equipment Mechanics, Installers, and Repairers","Installation, Maintenance, and Repair Occupations",False,3.74224315796091,0.0007530745103628,2026-02-12,2.058215,3.86,94.51,1.0,E0,E0,74090.0,65600.0,96390.0,77110.0,66980.0,87080.0,79610.0,77290.0,86290.0,74090.0,61530.0,68470.0,85420.0,64410.0,59950.0,66620.0,72250.0,77360.0,62980.0,64500.0,81180.0,79650.0,77570.0,66140.0,80220.0,71700.0,60950.0,75660.0,64120.0,82680.0,77850.0,74980.0,80590.0,78130.0,76740.0,98700.0,62310.0,75480.0,91910.0,65960.0,76860.0,75490.0,64900.0,61560.0,74480.0,75500.0,74000.0,71320.0,99200.0,74920.0,74980.0,86880.0,74090.0,22580.0,74090.0,65010.0,930.0,160.0,1345.0,330.0,5830.0,2200.0,430.0,160.0,292.0,3650.0,3040.0,400.0,420.0,1150.0,1100.0,1130.0,340.0,630.0,950.0,410.0,1160.0,920.0,1460.0,1240.0,500.0,590.0,120.0,410.0,710.0,210.0,1290.0,420.0,1700.0,1660.0,520.0,1510.0,800.0,840.0,2710.0,200.0,1130.0,470.0,1700.0,13540.0,750.0,110.0,1570.0,1660.0,220.0,850.0,100.0,28.0,190.0,13.0
Examine work orders and converse with equipment operators to detect equipment problems and to ascertain whether mechanical or human errors contributed to the problems.,examine work orders and converse with equipment operators to detect equipment problems and to ascertain whether mechanical or human errors contributed to the problems,Confer with coworkers to resolve equipment problems.,Coordinate with others to resolve problems.,"Communicating with Supervisors, Peers, or Subordinates","Electrical and Electronics Repairers, Commercial and Industrial Equipment",electrical and electronics repairers commercial and industrial equipment,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",49-2094,49-2094.00,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers","Electrical and Electronic Equipment Mechanics, Installers, and Repairers","Installation, Maintenance, and Repair Occupations",False,3.74224315796091,0.0007530745103628,2026-02-12,2.058215,3.86,94.51,1.0,E0,E0,74090.0,65600.0,96390.0,77110.0,66980.0,87080.0,79610.0,77290.0,86290.0,74090.0,61530.0,68470.0,85420.0,64410.0,59950.0,66620.0,72250.0,77360.0,62980.0,64500.0,81180.0,79650.0,77570.0,66140.0,80220.0,71700.0,60950.0,75660.0,64120.0,82680.0,77850.0,74980.0,80590.0,78130.0,76740.0,98700.0,62310.0,75480.0,91910.0,65960.0,76860.0,75490.0,64900.0,61560.0,74480.0,75500.0,74000.0,71320.0,99200.0,74920.0,74980.0,86880.0,74090.0,22580.0,74090.0,65010.0,930.0,160.0,1345.0,330.0,5830.0,2200.0,430.0,160.0,292.0,3650.0,3040.0,400.0,420.0,1150.0,1100.0,1130.0,340.0,630.0,950.0,410.0,1160.0,920.0,1460.0,1240.0,500.0,590.0,120.0,410.0,710.0,210.0,1290.0,420.0,1700.0,1660.0,520.0,1510.0,800.0,840.0,2710.0,200.0,1130.0,470.0,1700.0,13540.0,750.0,110.0,1570.0,1660.0,220.0,850.0,100.0,28.0,190.0,13.0
"Develop or modify industrial electronic devices, circuits, or equipment, according to available specifications.",develop or modify industrial electronic devices circuits or equipment according to available specifications,Develop equipment or component configurations.,Design industrial systems or equipment.,Thinking Creatively,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",electrical and electronics repairers commercial and industrial equipment,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",49-2094,49-2094.00,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers","Electrical and Electronic Equipment Mechanics, Installers, and Repairers","Installation, Maintenance, and Repair Occupations",True,3.670138888888889,0.0006071124738227,2026-02-12,1.1383315384615385,3.76,81.81,1.0,E2,E1,74090.0,65600.0,96390.0,77110.0,66980.0,87080.0,79610.0,77290.0,86290.0,74090.0,61530.0,68470.0,85420.0,64410.0,59950.0,66620.0,72250.0,77360.0,62980.0,64500.0,81180.0,79650.0,77570.0,66140.0,80220.0,71700.0,60950.0,75660.0,64120.0,82680.0,77850.0,74980.0,80590.0,78130.0,76740.0,98700.0,62310.0,75480.0,91910.0,65960.0,76860.0,75490.0,64900.0,61560.0,74480.0,75500.0,74000.0,71320.0,99200.0,74920.0,74980.0,86880.0,74090.0,22580.0,74090.0,65010.0,930.0,160.0,1345.0,330.0,5830.0,2200.0,430.0,160.0,292.0,3650.0,3040.0,400.0,420.0,1150.0,1100.0,1130.0,340.0,630.0,950.0,410.0,1160.0,920.0,1460.0,1240.0,500.0,590.0,120.0,410.0,710.0,210.0,1290.0,420.0,1700.0,1660.0,520.0,1510.0,800.0,840.0,2710.0,200.0,1130.0,470.0,1700.0,13540.0,750.0,110.0,1570.0,1660.0,220.0,850.0,100.0,28.0,190.0,13.0
