date,iwa,pct_tasks_affected,workers_affected,wages_affected
2025-03-06,Set up equipment.,58.21,167869.57,7814423432.34
2025-03-06,"Set up computer systems, networks, or other information systems.",55.74,167388.33,13814573916.89
2025-03-06,"Maintain electronic, computer, or other technical equipment.",54.87,164161.38,13754708917.40
2025-03-06,Manage human resources activities.,19.87,162697.33,13632627757.81
2025-03-06,Develop patient or client care or treatment plans.,33.01,160871.32,16479523433.14
2025-03-06,Provide information or assistance to the public.,58.99,155229.13,10914547757.90
2025-03-06,Operate communications equipment or systems.,51.30,154392.93,8127063343.84
2025-03-06,"Evaluate designs, specifications, or other technical data.",53.89,153662.20,16324889167.78
2025-03-06,Verify personal information.,48.75,152769.97,10704070594.41
2025-03-06,"Examine financial activities, operations, or systems.",13.78,149009.76,8703273262.87
2025-03-06,Monitor resources or inventories.,12.73,148189.94,9175802579.82
2025-03-06,Assign work to others.,5.60,146132.95,7595293645.77
2025-03-06,Explain financial information.,57.39,144600.74,10394553916.14
2025-03-06,Process shipments or mail.,17.26,142883.07,7619694247.93
2025-03-06,Notify others of emergencies or problems.,8.34,141017.71,9149044130.29
2025-03-06,Advise others on legal or regulatory matters.,50.23,140666.84,17803448974.76
2025-03-06,Consult legal materials or public records.,52.26,138057.39,13116835442.70
2025-03-06,Manage budgets or finances.,18.53,133685.61,17381040639.22
2025-03-06,"Prepare financial documents, reports, or budgets.",13.19,132720.31,12220123151.51
2025-03-06,Sort materials or products.,18.40,130964.83,6022341796.50
2025-03-06,Develop recipes or menus.,61.30,129361.76,5303472896.53
2025-03-06,Write material for artistic or commercial purposes.,60.03,129163.34,9335347340.95
2025-03-06,Sell products or services.,11.47,129111.95,6603713147.94
2025-03-06,Develop marketing or promotional materials.,70.79,128698.97,10107702746.27
2025-03-06,Negotiate contracts or agreements.,15.05,125324.87,10119285632.35
2025-03-06,Advise others on healthcare or wellness issues.,48.19,122988.18,12298391045.74
2025-03-06,Advise patients or clients on medical issues.,45.97,119119.31,13400635421.57
2025-03-06,Develop organizational or program goals or objectives.,31.34,115868.41,13086342716.89
2025-03-06,"Document technical designs, procedures, or activities.",55.94,115714.02,11704830356.65
2025-03-06,Develop professional relationships or networks.,49.14,113931.39,10370776484.08
2025-03-06,Develop technical specifications for products or operations.,58.20,113827.68,11193818772.48
2025-03-06,Authorize business activities or transactions.,25.56,108647.58,15782639166.99
2025-03-06,Monitor financial data or activities.,10.89,107238.64,9399226663.13
2025-03-06,Direct construction or extraction activities.,9.61,106875.66,8939988127.02
2025-03-06,Confer with healthcare or other professionals about patient care.,12.64,104703.53,8286955158.45
2025-03-06,"Inspect commercial, industrial, or production systems or equipment.",7.18,103623.06,6563388976.20
2025-03-06,Analyze scientific or applied data using mathematical principles.,54.67,102858.70,12359892070.79
2025-03-06,"Research laws, precedents, or other legal data.",55.07,100295.47,13876101352.15
2025-03-06,Escort others.,19.23,99265.17,3469855911.30
2025-03-06,Monitor operations to ensure compliance with regulations or standards.,14.47,99185.11,7970354618.92
2025-03-06,Analyze biological or chemical substances or related data.,50.88,98803.84,8277365138.17
2025-03-06,Advise others on financial matters.,52.39,98396.58,8167409411.53
2025-03-06,"Replenish inventories of materials, equipment, or products.",13.07,98368.03,6695581596.01
2025-03-06,Edit written materials or documents.,64.04,98289.59,8545215070.10
2025-03-06,Diagnose system or equipment problems.,57.81,95545.69,5888537454.98
2025-03-06,Inspect completed work or finished products.,8.81,91042.43,5143933570.57
2025-03-06,"Assess living, work, or social needs or status of individuals or communities.",44.67,90492.49,6420088092.19
2025-03-06,Research technology designs or applications.,56.78,89359.96,9236460762.71
2025-03-06,Position materials or components for assembly.,8.36,88944.03,4940082823.80
2025-03-06,Collect information about patients or clients.,9.56,87423.80,5222738483.36
2025-03-06,Monitor health conditions of humans or animals.,7.91,85350.60,5318320582.08
2025-03-06,Confer with clients to determine needs or order specifications.,45.43,79895.34,5129138167.22
2025-03-06,Plan events or programs.,66.26,79279.91,6706029565.30
2025-03-06,Prepare legal or regulatory documents.,27.96,77995.28,5854393242.79
2025-03-06,"Move materials, equipment, or supplies.",5.20,74833.76,2575269861.54
2025-03-06,Package objects.,4.92,74320.64,2344979123.04
2025-03-06,Analyze performance of systems or equipment.,53.99,73661.72,6018165877.69
2025-03-06,Repair tools or equipment.,11.34,73118.62,4137127858.53
2025-03-06,"Coordinate activities with clients, agencies, or organizations.",22.13,71758.48,9141044223.31
2025-03-06,Maintain tools or equipment.,5.43,71302.28,3963994385.65
2025-03-06,Prepare proposals or grant applications.,34.79,67829.43,5259179387.54
2025-03-06,"Research organizational behavior, processes, or performance.",55.74,67350.76,5373557968.42
2025-03-06,Schedule operational activities.,11.37,67348.14,3538944597.06
2025-03-06,Care for plants or animals.,54.50,66628.56,2594237588.52
2025-03-06,Mark materials or objects for identification.,6.46,66379.42,2896357403.67
2025-03-06,Monitor operations to ensure adequate performance.,5.30,65893.93,6356835851.07
2025-03-06,Collaborate in the development of educational programs.,32.72,65602.91,3783314050.95
2025-03-06,Install commercial or production equipment.,12.70,65584.76,4554134351.20
2025-03-06,Analyze business or financial risks.,26.38,64512.02,5868330719.05
2025-03-06,Implement security measures for computer or information systems.,43.07,62811.87,6890648371.21
2025-03-06,Repair electrical or electronic equipment.,16.22,62623.95,4174671122.96
2025-03-06,Direct scientific or technical activities.,11.18,61098.99,6543539407.00
2025-03-06,Estimate project development or operational costs.,20.96,61089.88,4573292922.39
2025-03-06,Evaluate patient or client condition or treatment options.,11.62,57624.12,3259091754.95
2025-03-06,Prepare schedules for services or facilities.,14.97,57050.01,2420621500.36
2025-03-06,Issue documentation.,55.28,54813.13,2595217513.33
2025-03-06,"Evaluate condition of financial assets, property, or other resources.",17.21,50494.88,4373171041.72
2025-03-06,Assess characteristics or impacts of regulations or policies.,58.25,50324.19,4485777469.42
2025-03-06,Evaluate personnel capabilities or performance.,16.82,49749.39,3677523775.82
2025-03-06,Research biological or ecological phenomena.,53.69,49594.02,4458588650.22
2025-03-06,"Develop models of systems, processes, or products.",56.20,49464.31,5698267873.31
2025-03-06,Monitor equipment operation.,5.41,42745.55,2821048567.00
2025-03-06,Operate medical equipment.,10.17,41785.17,5002137343.23
2025-03-06,Intervene in crisis situations or emergencies.,10.23,40595.73,1737462309.60
2025-03-06,Design electrical or electronic systems or equipment.,27.89,40437.05,4121417340.83
2025-03-06,Test characteristics of materials or products.,13.28,40207.21,2235462748.59
2025-03-06,"Assist scientists, scholars, or technical specialists with projects or research.",52.83,38618.35,2262244749.78
2025-03-06,Design structures or facilities.,23.31,38384.79,3764287713.81
2025-03-06,Perform human resources activities.,18.45,38160.54,2762907189.76
2025-03-06,Operate industrial processing or production equipment.,6.27,37838.24,2056946909.19
2025-03-06,Record information about legal matters.,21.22,37023.98,3148407074.01
2025-03-06,"Coordinate group, community, or public activities.",15.47,36966.31,2266115979.52
2025-03-06,Coach others.,49.12,35972.16,2133971760.94
2025-03-06,Develop sustainable organizational or business policies or practices.,20.04,35910.06,3813407968.98
2025-03-06,Research healthcare issues.,55.20,35541.49,3866318503.09
2025-03-06,Inspect facilities or equipment.,6.54,35278.41,2856440449.86
2025-03-06,Order medical tests or procedures.,29.98,35026.77,5486464385.40
2025-03-06,"Interpret language, cultural, or religious information for others.",70.15,34781.32,1976946813.15
2025-03-06,Design databases.,35.83,34482.92,3736165145.79
2025-03-06,Create artistic designs or performances.,52.71,34423.50,1970646016.72
2025-03-06,Apply decorative finishes.,51.61,31263.30,1739988635.93
2025-03-06,Administer basic health care or medical treatments.,3.94,31146.32,2695528388.39
2025-03-06,Study details of artistic productions.,64.43,30924.74,2229360418.56
2025-03-06,"Investigate individuals' background, behavior, or activities.",52.95,30296.87,1564212599.67
2025-03-06,Diagnose health conditions or disorders.,6.89,30267.72,3057916858.67
2025-03-06,Examine people or animals to assess health conditions or physical characteristics.,5.06,30213.53,4010333224.48
2025-03-06,Position workpieces or materials on equipment.,7.66,29695.14,1390362483.66
2025-03-06,Cut materials.,7.48,29240.26,1486847626.16
2025-03-06,Present information in legal proceedings.,14.16,27519.94,4134830349.86
2025-03-06,Conduct amusement or gaming activities.,54.92,27493.29,969936490.23
2025-03-06,Assist healthcare practitioners during medical procedures.,6.64,26913.74,2038712410.36
2025-03-06,Mediate disputes.,17.06,26884.17,1545553706.40
2025-03-06,Resolve personnel or operational problems.,10.52,26455.92,3023336552.37
2025-03-06,"Develop news, entertainment, or artistic content.",55.54,26248.05,1882913625.06
2025-03-06,Obtain information about goods or services.,64.44,24952.89,1880679946.38
2025-03-06,Present arts or entertainment performances.,22.10,23450.82,1851755034.66
2025-03-06,Advise others on environmental sustainability or green practices.,46.85,23401.42,2463847776.94
2025-03-06,Apply materials to fill gaps or imperfections.,9.79,22695.66,1116914173.98
2025-03-06,"Treat injuries, illnesses, or diseases.",4.46,22654.99,2827673561.75
2025-03-06,Obtain formal documentation or authorization.,54.92,22250.88,1316509155.65
2025-03-06,Investigate organizational or operational problems.,53.38,22013.60,1729226867.40
2025-03-06,Repair vehicle components.,3.55,21987.43,1169915163.67
2025-03-06,Design industrial systems or equipment.,15.01,21865.13,2290315297.25
2025-03-06,Process animal carcasses.,24.51,21493.01,839949824.79
2025-03-06,Inspect vehicles.,5.26,21406.16,1217669355.48
2025-03-06,Develop public or community health programs.,29.79,21179.98,2099864363.93
2025-03-06,Develop scientific or mathematical theories or models.,52.95,21107.07,2219629315.64
2025-03-06,"Load products, materials, or equipment for transportation or further processing.",5.52,20769.10,890347580.35
2025-03-06,Advocate for individual or community needs.,44.98,20627.64,1411715295.95
2025-03-06,Investigate incidents or accidents.,51.13,20437.88,1821638797.96
2025-03-06,Assemble equipment or components.,7.87,19819.46,1199845067.88
2025-03-06,"Perform athletic activities for fitness, competition, or artistic purposes.",49.81,18945.14,1223333892.34
2025-03-06,Operate transportation equipment or vehicles.,1.31,18917.45,1443524236.75
2025-03-06,"Join parts using soldering, welding, or brazing techniques.",5.59,18443.13,1152044460.93
2025-03-06,Install energy or heating equipment.,7.61,18417.30,1041193000.16
2025-03-06,Evaluate project feasibility.,25.95,18360.46,3039237527.55
2025-03-06,Prepare medical equipment or work areas for use.,11.42,18128.05,1449980852.38
2025-03-06,Assist individuals with paperwork.,54.67,17994.15,865164509.73
2025-03-06,Operate audiovisual or related equipment.,13.71,16450.37,730523116.36
2025-03-06,Design materials or devices.,50.78,16375.43,1480169616.61
2025-03-06,Advise others on workplace health or safety issues.,47.31,15491.90,1243032811.40
2025-03-06,Fabricate devices or components.,6.47,15046.45,731519801.19
2025-03-06,Coordinate artistic or entertainment activities.,17.49,14980.53,886027230.99
2025-03-06,Perform court-related or other legal administrative activities.,11.97,14877.13,907849879.36
2025-03-06,Develop financial or business plans.,25.09,14824.84,945405120.21
2025-03-06,Perform general construction or extraction activities.,2.79,14658.62,699657562.50
2025-03-06,Investigate the environmental impact of industrial or development activities.,14.63,14088.31,1147228445.32
2025-03-06,Create decorative objects or parts of objects.,51.40,13880.23,612843724.85
2025-03-06,Apply protective solutions or coatings.,3.85,13871.65,580253870.01
2025-03-06,Research historical or social issues.,57.10,13796.99,1311868078.14
2025-03-06,Coordinate regulatory compliance activities.,12.01,13459.67,1438026537.26
2025-03-06,Communicate environmental or sustainability information.,50.83,13267.34,1430335585.93
2025-03-06,Maintain vehicles in working condition.,3.29,13209.03,643208651.50
2025-03-06,Serve on organizational committees.,36.58,13184.30,1215597494.16
2025-03-06,Prepare specimens or materials for testing.,6.51,12220.47,849768528.19
2025-03-06,Develop research plans or methodologies.,28.03,12128.58,1174330466.33
2025-03-06,Monitor environmental conditions.,9.76,12120.81,413414004.85
2025-03-06,Operate agricultural or forestry equipment.,1.73,12072.18,481628361.77
2025-03-06,Develop systems or practices to mitigate or resolve environmental problems.,7.25,9403.22,975984691.40
2025-03-06,Evaluate production inputs or outputs.,4.02,8611.98,513768247.93
2025-03-06,Prepare industrial materials for processing or use.,3.86,8596.68,461230465.58
2025-03-06,Direct vehicle traffic.,4.25,8438.11,318334889.29
2025-03-06,Operate laboratory or field equipment.,11.34,8047.46,587364622.21
2025-03-06,Prescribe medical treatments or devices.,4.26,7592.94,1143567543.93
2025-03-06,Teach safety procedures or standards to others.,41.44,7474.65,354937899.65
2025-03-06,Administer therapeutic treatments.,2.41,6913.73,475854688.28
2025-03-06,Maintain medical equipment or instruments.,1.97,6718.19,562691476.17
2025-03-06,"Clean workpieces, finished products, or other objects.",3.28,6680.78,322252513.69
2025-03-06,Research issues related to earth sciences.,53.38,6324.09,535954252.32
2025-03-06,"Discuss legal matters with clients, disputants, or legal professionals or staff.",4.66,5954.68,881196333.47
2025-03-06,Direct legal activities.,7.41,5229.98,337913186.79
2025-03-06,Gather information for news stories.,53.38,5158.31,287772564.65
2025-03-06,Alter audio or video recordings.,21.48,4992.63,335027296.57
2025-03-06,Operate pumping systems or equipment.,6.63,4718.62,215171650.25
2025-03-06,Analyze environmental or geospatial data.,8.79,4705.83,374120090.19
2025-03-06,Administer diagnostic tests to assess patient health.,2.26,4429.41,345342628.31
2025-03-06,"Develop safety standards, policies, or procedures.",5.61,4283.00,533588500.62
2025-03-06,Collect environmental or biological samples.,5.23,3949.62,279258131.56
2025-03-06,Follow standard healthcare safety procedures to protect patient and staff members.,13.12,3784.62,283424451.94
2025-03-06,Install plumbing or piping equipment or systems.,7.06,3678.85,156476556.06
2025-03-06,Assess compliance with environmental standards or regulations.,19.20,3664.81,260786118.81
2025-03-06,Fabricate medical devices.,5.26,3543.65,540957716.99
2025-03-06,Fit assistive devices to patients or clients.,14.15,3220.79,149960142.31
2025-03-06,Position tools or equipment.,6.81,3184.97,187063133.21
2025-03-06,Monitor traffic conditions.,3.80,2858.02,99973702.25
2025-03-06,Develop health assessment methods or programs.,2.63,2821.13,177731086.73
2025-03-06,Adjust medical equipment to ensure adequate performance.,3.79,2713.49,445356863.22
2025-03-06,Operate cutting or grinding equipment.,3.05,2701.74,114086794.15
2025-03-06,Drill holes in earth or materials.,3.73,2649.09,105362240.79
2025-03-06,Develop plans for managing or preserving natural resources.,4.07,2642.38,334799487.07
2025-03-06,Collect samples of products or materials.,6.04,2358.77,119123332.60
2025-03-06,Operate energy production or distribution equipment.,5.99,2309.42,211868851.16
2025-03-06,Record images with photographic or audiovisual equipment.,18.03,2219.85,125710038.55
2025-03-06,Signal others to coordinate work activities.,1.79,2126.13,92812756.18
2025-03-06,Build structures.,0.82,2113.09,118827737.08
2025-03-06,Develop contingency or emergency response plans.,8.57,1896.70,156651027.09
2025-03-06,Assess characteristics of land or property.,2.62,1850.46,129903678.26
2025-03-06,Assemble products or work aids.,0.82,1483.29,65083960.72
2025-03-06,Operate construction or excavation equipment.,0.91,1388.23,68217586.56
2025-03-06,Remove workpieces from production equipment.,1.66,1323.79,60873056.34
2025-03-06,Direct security or safety activities or operations.,7.43,1280.88,93591802.39
2025-03-06,Evaluate scholarly work.,61.31,1273.14,97583657.62
2025-03-06,Disassemble equipment.,0.88,1102.42,72941935.38
2025-03-06,Perform agricultural activities.,2.70,964.15,34825202.46
2025-03-06,Train animals.,8.43,960.99,37238224.02
2025-03-06,Make legal decisions.,14.56,958.72,101356194.93
2025-03-06,Research agricultural processes or practices.,11.14,870.27,68221143.19
2025-03-06,Process forensic or legal evidence.,10.02,809.20,75725032.50
2025-03-06,Repair workpieces or products.,1.74,665.38,33061284.43
2025-03-06,Apply hygienic or cosmetic agents to skin or hair.,0.74,577.70,18653238.35
2025-03-06,Draft legislation or regulations.,20.63,558.49,25026000.72
2025-03-06,Sew garments or materials.,1.75,536.52,21922080.38
2025-03-06,Cut trees or other vegetation.,5.25,510.47,23785093.77
2025-03-06,Operate lifting or moving equipment.,0.87,476.14,25929393.48
2025-03-06,Manage agricultural or forestry operations.,1.76,305.73,18104657.10
2025-03-06,Evaluate green technologies or processes.,2.22,284.44,14751163.72
2025-03-06,Clean medical equipment or facilities.,0.77,200.47,20446355.79
2025-03-06,Take physical measurements of patients or clients.,14.50,160.86,5535276.50
2025-03-06,Dispose of waste or debris.,0.14,157.14,7721665.23
2025-03-06,Administer emergency medical treatment.,0.25,24.12,1567830.81
2025-03-06,Test sites or materials for environmental hazards.,0.01,8.24,594443.85
2025-03-06,Tend watercraft.,0.00,0.00,0.00
2025-03-06,Supervise activities in correctional facilities.,0.00,0.00,0.00
2025-03-06,Manage control systems or activities.,0.00,0.00,0.00
2025-03-06,Groom or style hair.,0.00,0.00,0.00
2025-03-06,Hunt animals.,0.00,0.00,0.00
2025-03-06,Record information about environmental conditions.,0.00,0.00,0.00
2025-03-06,Embalm corpses.,0.00,0.00,0.00
2025-03-06,Engrave objects.,0.00,0.00,0.00
2025-03-06,Protect people or property from threats such as fires or flooding.,0.00,0.00,0.00
2025-03-06,Climb equipment or structures.,0.00,0.00,0.00
2025-03-06,Set up protective structures or coverings near work areas.,0.00,0.00,0.00
2025-03-06,Shape materials to create products.,0.00,0.00,0.00
2025-03-06,Smooth surfaces of objects or equipment.,0.00,0.00,0.00
2025-03-06,Transport patients or clients.,0.00,0.00,0.00
2025-08-11,"Provide information to guests, clients, or customers.",67.96,3095966.12,153144142441.54
2025-08-11,Execute financial transactions.,59.39,2616521.94,103517565671.10
2025-08-11,Respond to customer problems or inquiries.,72.34,2123382.91,109785622847.21
2025-08-11,Prepare foods or beverages.,59.15,2097048.89,71165933040.92
2025-08-11,Communicate with others about operational plans or activities.,55.64,1847870.72,107378266815.92
2025-08-11,"Provide general assistance to others, such as customers, patrons, or motorists.",60.84,1600533.42,62832715061.55
2025-08-11,Determine values or prices of goods or services.,62.96,1476613.36,70246372032.96
2025-08-11,Read documents or materials to inform work processes.,58.71,1313392.72,74384986682.83
2025-08-11,Explain technical details of products or services.,80.01,1272240.70,59825033692.39
2025-08-11,"Prepare documentation for contracts, applications, or permits.",67.32,1148709.33,57372405809.39
2025-08-11,Maintain operational records.,16.45,1021780.86,65173476706.41
2025-08-11,Advise others on products or services.,72.55,981763.47,72452726669.25
2025-08-11,Purchase goods or services.,55.77,978141.13,56921045968.99
2025-08-11,Train others on operational or work procedures.,50.48,921689.83,63035328645.39
2025-08-11,"Direct organizational operations, activities, or procedures.",18.59,915720.02,76819273028.14
2025-08-11,Maintain current knowledge in area of expertise.,64.41,894767.95,71328053534.46
2025-08-11,Perform administrative or clerical activities.,65.25,867840.33,47276820921.67
2025-08-11,Monitor individual behavior or performance.,56.73,826061.04,48754053518.99
2025-08-11,Prepare informational or instructional materials.,74.59,801637.11,53270845489.32
2025-08-11,Evaluate the quality or accuracy of data.,52.56,793578.45,46329066024.60
2025-08-11,"Measure physical characteristics of materials, products, or equipment.",52.46,770056.15,34802595779.26
2025-08-11,"Promote products, services, or programs.",70.44,702682.29,39130317966.22
2025-08-11,"Develop organizational policies, systems, or processes.",34.21,690813.09,73389936946.27
2025-08-11,Maintain sales or financial records.,24.96,667003.65,28703558935.76
2025-08-11,Advise others on business or operational matters.,58.08,663568.20,61217546254.43
2025-08-11,Design computer or information systems or applications.,72.33,659224.37,70624787313.16
2025-08-11,Arrange displays or decorations.,60.41,652204.00,26336931395.46
2025-08-11,"Explain regulations, policies, or procedures.",64.79,644015.48,44669691650.19
2025-08-11,Teach academic or vocational subjects.,56.25,640500.25,41306146733.86
2025-08-11,Implement procedures or processes.,70.61,633091.78,69128862351.41
2025-08-11,Maintain health or medical records.,30.18,631777.12,51556074537.21
2025-08-11,Train others on health or medical topics.,43.14,615013.40,32613999168.14
2025-08-11,Analyze business or financial data.,68.07,588135.12,53178544899.15
2025-08-11,Operate office equipment.,56.38,587832.73,26522456443.86
2025-08-11,Process digital or online data.,64.28,575438.63,38017138714.38
2025-08-11,Schedule appointments.,51.64,569133.85,25104953696.95
2025-08-11,"Compile records, documentation, or other data.",69.31,546427.73,34299091483.57
2025-08-11,Analyze data to improve operations.,36.91,545746.65,56294781930.66
2025-08-11,Develop operational or technical procedures or standards.,63.78,541676.49,55062702360.06
2025-08-11,Adjust equipment to ensure adequate performance.,55.76,528484.75,28940309575.64
2025-08-11,"Develop educational programs, plans, or procedures.",34.46,526406.64,33163396305.47
2025-08-11,Assist others to access additional services or resources.,53.80,509496.95,28143404721.17
2025-08-11,Provide food or beverage services.,18.41,507235.92,16261786440.90
2025-08-11,Prepare mixtures or solutions.,55.39,493267.85,21796937734.44
2025-08-11,Create visual designs or displays.,58.32,492181.71,36868624648.24
2025-08-11,Collect data about consumer needs or opinions.,51.69,476866.91,22585349758.83
2025-08-11,Analyze health or medical data.,59.82,467078.04,50441183105.91
2025-08-11,Operate computer systems or computerized equipment.,71.33,460570.07,23690164965.88
2025-08-11,Maintain safety or security.,45.04,458975.49,21384275794.51
2025-08-11,Present research or technical information.,69.17,457910.93,36077915888.75
2025-08-11,Advise others on educational or vocational matters.,63.64,453238.12,32175180738.00
2025-08-11,Examine materials or documentation for accuracy or compliance.,57.59,443817.71,26774853916.31
2025-08-11,"Assess student capabilities, needs, or performance.",58.00,436220.98,29832389926.10
2025-08-11,"Distribute materials, supplies, or resources.",53.84,435656.89,20274646503.49
2025-08-11,Analyze market or industry conditions.,74.16,431194.76,39156101405.37
2025-08-11,Test performance of equipment or systems.,55.84,424331.67,26906903940.56
2025-08-11,Gather information from physical or electronic sources.,69.00,414164.19,23218721790.74
2025-08-11,Calculate financial data.,63.30,410080.55,23977272105.78
2025-08-11,Collect fares or payments.,14.04,404884.47,17476692704.26
2025-08-11,Explain medical information to patients or family members.,59.72,395664.72,35236344463.50
2025-08-11,Advise others on the design or use of technologies.,66.08,394577.64,36880326028.46
2025-08-11,Interview people to obtain information.,46.98,370260.65,25441657123.53
2025-08-11,Develop business or marketing plans.,51.86,369232.02,40619994605.52
2025-08-11,Determine resource needs of projects or operations.,53.16,365016.34,30292367422.95
2025-08-11,Inspect characteristics or conditions of materials or products.,53.20,364966.20,18957432204.26
2025-08-11,Select materials or equipment for operations or projects.,55.40,358590.55,21231267956.79
2025-08-11,Plan work activities.,54.02,349946.57,23551781472.07
2025-08-11,Assist individuals with special needs.,4.17,344116.15,12349760593.41
2025-08-11,Perform recruiting or hiring activities.,34.91,332891.30,26374355465.16
2025-08-11,Coordinate with others to resolve problems.,55.03,309352.60,23995866686.14
2025-08-11,Manage budgets or finances.,36.98,304325.48,44820660448.90
2025-08-11,Train others to use equipment or products.,48.12,299856.05,19417854758.85
2025-08-11,Counsel others about personal matters.,49.99,294741.09,15823041723.30
2025-08-11,Teach life skills.,55.13,292341.79,12312650820.55
2025-08-11,Supervise personnel activities.,14.17,290405.55,21127681093.95
2025-08-11,"Evaluate programs, practices, or processes.",69.88,287243.35,27038536515.04
2025-08-11,Gather data about operational or development activities.,58.80,285883.59,26997732359.22
2025-08-11,Prepare health or medical documents.,45.41,284915.88,12939714349.29
2025-08-11,Identify business or organizational opportunities.,63.39,282303.58,23148486956.39
2025-08-11,Communicate with others about specifications or project details.,57.49,280744.84,25609412779.39
2025-08-11,Monitor operation of computer or information technologies.,65.25,280077.97,28057121594.51
2025-08-11,Communicate with others about business strategies.,59.72,280043.34,23864235437.52
2025-08-11,Resolve computer problems.,70.91,271087.80,24149989582.92
2025-08-11,Investigate criminal or legal matters.,54.09,255135.26,19263886421.18
2025-08-11,Provide support or encouragement to others.,50.01,248323.92,16799788116.51
2025-08-11,Direct construction or extraction activities.,21.40,246293.26,24189321027.53
2025-08-11,Determine operational methods or procedures.,59.62,242893.33,17299479129.64
2025-08-11,"Monitor external affairs, trends, or events.",63.40,232433.07,18660918028.28
2025-08-11,Monitor financial data or activities.,24.94,232223.83,17422294483.74
2025-08-11,Prepare reports of operational or procedural activities.,19.68,230335.66,19793301818.56
2025-08-11,"Set up computer systems, networks, or other information systems.",69.81,226604.36,17771841225.26
2025-08-11,Assign work to others.,8.12,222913.31,12101837233.08
2025-08-11,Reconcile financial data.,12.16,221544.69,9484373758.99
2025-08-11,"Maintain electronic, computer, or other technical equipment.",61.03,221385.74,18636331539.83
2025-08-11,Monitor operations to ensure compliance with regulations or standards.,19.53,220812.35,14990036659.95
2025-08-11,Test performance of computer or information systems.,66.30,220381.89,20991599658.77
2025-08-11,Develop patient or client care or treatment plans.,45.24,219790.38,23109779212.91
2025-08-11,Manage human resources activities.,24.98,217813.37,18362384285.80
2025-08-11,Program computer systems or production equipment.,69.52,213240.57,17958408119.13
2025-08-11,Connect components or supply lines to equipment or tools.,55.16,206861.16,11683641330.86
2025-08-11,Sell products or services.,18.61,204569.06,10281987842.52
2025-08-11,Explain financial information.,71.13,202994.37,14385825759.42
2025-08-11,"Set up classrooms, facilities, educational materials, or equipment.",33.05,198879.72,12298398260.75
2025-08-11,Stock supplies or products.,9.46,192848.65,9819136179.52
2025-08-11,"Prepare financial documents, reports, or budgets.",27.49,190880.89,16568140194.35
2025-08-11,"Clean tools, equipment, facilities, or work areas.",3.27,183790.40,7753035309.78
2025-08-11,"Evaluate the characteristics, usefulness, or performance of products or technologies.",60.14,183342.45,19654114437.92
2025-08-11,"Examine financial activities, operations, or systems.",15.48,181293.30,10133860113.69
2025-08-11,Provide information or assistance to the public.,64.39,180536.51,12782193022.43
2025-08-11,"Evaluate designs, specifications, or other technical data.",57.86,177150.09,18956827133.72
2025-08-11,Maintain facilities or equipment.,54.80,173108.47,8646194859.08
2025-08-11,Set up equipment.,59.48,171391.40,8002719167.07
2025-08-11,"Monitor safety or security of work areas, facilities, or properties.",10.64,171038.29,9198604635.03
2025-08-11,Advise patients or clients on medical issues.,55.50,169908.49,18634574988.39
2025-08-11,Consult legal materials or public records.,65.03,164888.08,17002299797.16
2025-08-11,Verify personal information.,49.31,163142.10,11416794194.43
2025-08-11,Monitor resources or inventories.,19.96,159950.42,10058973830.83
2025-08-11,Advise others on legal or regulatory matters.,54.09,159684.86,20534762841.06
2025-08-11,Negotiate contracts or agreements.,25.06,159508.42,12496133939.25
2025-08-11,Write material for artistic or commercial purposes.,77.81,156889.34,11668790940.15
2025-08-11,Prepare legal or regulatory documents.,38.76,156639.61,11385987292.06
2025-08-11,Operate communications equipment or systems.,54.03,155919.05,8185620745.10
2025-08-11,Schedule operational activities.,24.42,153011.69,9149909545.67
2025-08-11,Sort materials or products.,19.76,149633.46,7388725351.94
2025-08-11,Process shipments or mail.,17.58,148275.60,7820458232.43
2025-08-11,Monitor equipment operation.,6.33,148060.70,6699805534.02
2025-08-11,Confer with healthcare or other professionals about patient care.,15.60,146741.20,11520026820.62
2025-08-11,Develop marketing or promotional materials.,79.85,145107.74,11530423861.60
2025-08-11,Notify others of emergencies or problems.,8.80,144003.64,9273258530.43
2025-08-11,"Research laws, precedents, or other legal data.",84.64,138096.67,19496914443.86
2025-08-11,"Inspect commercial, industrial, or production systems or equipment.",8.46,136840.46,9140022692.29
2025-08-11,Authorize business activities or transactions.,31.60,135722.10,20139926005.67
2025-08-11,Assist healthcare practitioners during medical procedures.,11.02,135026.81,6954650181.58
2025-08-11,Advise others on healthcare or wellness issues.,49.49,133290.76,13277260705.84
2025-08-11,Monitor health conditions of humans or animals.,13.73,132931.66,10248719969.27
2025-08-11,"Document technical designs, procedures, or activities.",62.68,131479.45,13409544619.08
2025-08-11,Develop recipes or menus.,62.86,131125.85,5365917443.15
2025-08-11,Develop professional relationships or networks.,54.55,130632.18,11594274867.52
2025-08-11,Advise others on financial matters.,70.03,129825.53,10625238639.92
2025-08-11,Analyze scientific or applied data using mathematical principles.,70.59,125027.68,15228950905.04
2025-08-11,Implement security measures for computer or information systems.,64.76,123718.78,13305775687.85
2025-08-11,Evaluate patient or client condition or treatment options.,21.48,123032.75,8105851272.64
2025-08-11,Develop organizational or program goals or objectives.,36.58,122502.43,14196443657.37
2025-08-11,Develop technical specifications for products or operations.,63.80,122337.05,12031189769.78
