title_current,pct_tasks_affected_confirmed,workers_affected_confirmed,wages_affected_confirmed,pct_tasks_affected_ceiling,workers_affected_ceiling,wages_affected_ceiling,adoption_gap,ska_overall_gap,emp_nat,median_wage,major,job_zone,risk_score,risk_tier,quadrant,opportunity_score
Food Cooking Machine Operators and Tenders,18.90,5228.13,212000711.10,35.76,9892.52,401141651.93,16.86,-0.12,27660.00,40550.00,Production Occupations,2.00,3,low,Q1: Automation opportunity,88163.53
Outdoor Power Equipment and Other Small Engine Mechanics,19.06,6525.67,303835374.09,32.57,11151.49,519213241.15,13.51,-0.94,34240.00,46560.00,"Installation, Maintenance, and Repair Occupations",2.00,3,low,Q1: Automation opportunity,88161.65
"Petroleum Pump System Operators, Refinery Operators, and Gaugers",21.79,7596.89,741001104.63,33.31,11611.62,1132597538.71,11.52,-0.97,34860.00,97540.00,Production Occupations,2.00,5,moderate,Q1: Automation opportunity,87491.27
Skincare Specialists,52.96,37202.34,1546129390.83,55.30,38845.17,1614405304.15,2.34,1.22,70240.00,41560.00,Personal Care and Service Occupations,3.00,10,high,Q2: Already adopted,87011.72
Compliance Officers,31.35,5737.19,449910479.46,46.50,8509.85,667342399.55,15.15,-0.59,18302.00,78420.00,Business and Financial Operations Occupations,4.00,4,moderate,Q1: Automation opportunity,86915.49
Industrial Ecologists,23.49,6139.64,491539555.64,37.34,9759.92,781379490.05,13.85,-2.34,26139.00,80060.00,"Life, Physical, and Social Science Occupations",5.00,3,low,Q3: Tool gap,85034.77
"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",5.69,14893.99,531566519.29,11.34,29682.87,1059381561.74,5.65,-1.36,261690.00,35690.00,"Farming, Fishing, and Forestry Occupations",1.00,1,low,Q4: Low priority,84170.36
Semiconductor Processing Technicians,20.76,6675.18,341635865.47,33.29,10703.53,547806755.41,12.53,0.35,32150.00,51180.00,Production Occupations,2.00,3,low,Q1: Automation opportunity,83639.08
"Energy Engineers, Except Wind and Solar",34.01,8782.74,1034167130.63,43.40,11208.89,1319847169.29,9.39,-2.71,25824.00,117750.00,Architecture and Engineering Occupations,4.00,3,low,Q3: Tool gap,82513.55
Physicists,64.12,13684.23,2275551239.98,70.15,14970.75,2489486187.54,6.03,-7.16,21340.00,166290.00,"Life, Physical, and Social Science Occupations",5.00,7,moderate,Q4: Low priority,82497.67
"Coin, Vending, and Amusement Machine Servicers and Repairers",9.65,2726.19,129084887.03,39.86,11264.05,533352962.90,30.21,-0.75,28260.00,47350.00,"Installation, Maintenance, and Repair Occupations",2.00,4,moderate,Q1: Automation opportunity,82363.11
Nanotechnology Engineering Technologists and Technicians,23.23,9487.99,614726628.63,31.88,13018.44,843464420.07,8.64,-2.75,40840.00,64790.00,Architecture and Engineering Occupations,4.00,1,low,Q3: Tool gap,82019.72
Medical and Clinical Laboratory Technologists,52.46,22492.96,1392089571.59,56.09,24052.85,1488630668.49,3.64,-2.68,42880.00,61890.00,Healthcare Practitioners and Technical Occupations,4.00,5,moderate,Q4: Low priority,81824.56
Construction Laborers,11.96,126495.77,5911147361.81,12.60,133293.78,6228818238.19,0.64,-2.28,1057660.00,46730.00,Construction and Extraction Occupations,2.00,4,moderate,Q4: Low priority,81303.93
Preventive Medicine Physicians,19.43,9322.42,2322249335.06,28.14,13501.25,3363209533.25,8.71,-5.13,47978.00,249103.60,Healthcare Practitioners and Technical Occupations,5.00,6,moderate,Q3: Tool gap,81197.16
Conveyor Operators and Tenders,20.08,5232.64,215741822.40,35.52,9256.91,381662340.55,15.44,-0.32,26060.00,41230.00,Transportation and Material Moving Occupations,1.00,6,moderate,Q1: Automation opportunity,80804.09
Aircraft Mechanics and Service Technicians,14.03,19133.35,1505412240.17,18.25,24884.75,1957931943.42,4.22,-3.29,136390.00,78680.00,"Installation, Maintenance, and Repair Occupations",3.00,2,low,Q4: Low priority,80682.94
Musicians and Singers,14.12,5416.19,478227560.69,28.94,11097.44,979859172.62,14.81,0.18,38350.00,88296.00,"Arts, Design, Entertainment, Sports, and Media Occupations",4.00,5,moderate,Q1: Automation opportunity,80236.52
"Business Teachers, Postsecondary",80.38,65731.58,6393710512.18,81.60,66728.83,6490713338.80,1.22,-3.03,81780.00,97270.00,Educational Instruction and Library Occupations,5.00,7,moderate,Q4: Low priority,80155.33
Geneticists,47.63,4843.97,452088151.88,64.10,6519.01,608419577.79,16.47,-3.99,10170.00,93330.00,"Life, Physical, and Social Science Occupations",5.00,7,moderate,Q3: Tool gap,79782.19
Financial Quantitative Analysts,84.89,79157.44,6347634976.61,85.89,80092.67,6422631293.02,1.00,-3.29,93246.00,80190.00,Business and Financial Operations Occupations,5.00,7,moderate,Q4: Low priority,79392.82
Crossing Guards and Flaggers,25.46,22959.14,865559600.76,28.91,26068.30,982775034.17,3.45,3.12,90180.00,37700.00,Protective Service Occupations,2.00,6,moderate,Q2: Already adopted,79156.91
Spa Managers,46.13,2245.98,137768390.72,81.10,3948.54,242203534.98,34.97,-1.34,4869.00,61340.00,Management Occupations,3.00,8,high,Q3: Tool gap,78536.03
Forensic Science Technicians,50.01,9727.02,655990383.64,58.06,11292.59,761572204.85,8.05,-1.23,19450.00,67440.00,"Life, Physical, and Social Science Occupations",3.00,7,moderate,Q3: Tool gap,78294.62
Detectives and Criminal Investigators,31.20,5857.29,548124788.81,44.48,8349.45,781341913.17,13.28,-2.61,18772.00,93580.00,Protective Service Occupations,3.00,2,low,Q3: Tool gap,77761.25
Cytotechnologists,45.93,19694.13,1218870000.13,49.87,21384.81,1323505690.48,3.94,-0.29,42880.00,61890.00,Healthcare Practitioners and Technical Occupations,5.00,9,high,Q2: Already adopted,77650.01
Passenger Attendants,47.01,11913.27,447462237.47,53.50,13557.71,509227626.39,6.49,0.91,25340.00,37560.00,Transportation and Material Moving Occupations,2.00,6,moderate,Q2: Already adopted,77311.45
Police Identification and Records Officers,22.07,3957.16,370311344.66,41.61,7459.27,698038841.17,19.53,-0.74,17928.00,93580.00,Protective Service Occupations,3.00,6,moderate,Q1: Automation opportunity,77300.44
"Credit Authorizers, Checkers, and Clerks",35.11,4198.94,206293903.94,53.51,6400.25,314444363.79,18.41,1.23,11960.00,49130.00,Office and Administrative Support Occupations,2.00,8,high,Q1: Automation opportunity,77284.08
"Agents and Business Managers of Artists, Performers, and Athletes",53.06,7545.45,726702745.36,63.29,8999.16,866709174.49,10.22,-1.34,14220.00,96310.00,Business and Financial Operations Occupations,4.00,8,high,Q3: Tool gap,77136.94
"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",20.75,13630.35,640354067.81,26.39,17340.38,814650964.65,5.65,-0.60,65700.00,46980.00,Production Occupations,2.00,4,moderate,Q2: Already adopted,76969.46
"Office Machine Operators, Except Computer",46.41,11481.15,447994386.29,53.09,13133.70,512476796.91,6.68,2.13,24740.00,39020.00,Office and Administrative Support Occupations,2.00,7,moderate,Q2: Already adopted,76690.15
Hospitalists,18.60,6471.41,1612050706.48,30.16,10497.52,2614970137.27,11.57,-4.10,34801.00,249103.60,Healthcare Practitioners and Technical Occupations,5.00,3,low,Q3: Tool gap,74867.45
Producers and Directors,28.12,6962.96,581267516.08,38.85,9620.67,803133277.76,10.73,-1.94,24762.00,83480.00,"Arts, Design, Entertainment, Sports, and Media Occupations",4.00,3,low,Q3: Tool gap,74733.57
First-Line Supervisors of Gambling Services Workers,37.61,9601.34,591346338.77,45.36,11579.57,713185544.67,7.75,-0.13,25530.00,61590.00,Personal Care and Service Occupations,2.00,8,high,Q1: Automation opportunity,74397.40
"Political Science Teachers, Postsecondary",79.99,13734.52,1300384800.88,85.40,14662.90,1388283134.27,5.41,-2.34,17170.00,94680.00,Educational Instruction and Library Occupations,5.00,8,high,Q4: Low priority,74261.84
Intelligence Analysts,76.15,56422.10,5279979957.18,77.46,57392.25,5370766454.11,1.31,-2.01,74090.00,93580.00,Protective Service Occupations,4.00,5,moderate,Q4: Low priority,73880.16
Wellhead Pumpers,14.02,2432.58,170304621.31,44.38,7699.69,539055046.23,30.36,-1.62,17350.00,70010.00,Transportation and Material Moving Occupations,2.00,2,low,Q3: Tool gap,73848.10
Occupational Health and Safety Technicians,21.75,6841.12,399795124.40,32.54,10234.00,598074956.77,10.79,-0.98,31450.00,58440.00,"Life, Physical, and Social Science Occupations",3.00,6,moderate,Q1: Automation opportunity,73803.16
Baggage Porters and Bellhops,28.74,8971.83,323165292.04,36.96,11539.72,415660873.86,8.23,-0.36,31220.00,36020.00,Personal Care and Service Occupations,2.00,3,low,Q1: Automation opportunity,73794.74
Mechatronics Engineers,50.77,6935.21,816621172.48,61.27,8368.50,985390331.72,10.49,-3.33,13659.00,117750.00,Architecture and Engineering Occupations,4.00,5,moderate,Q3: Tool gap,72773.45
"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",64.56,7411.74,751476574.10,74.27,8526.69,864521288.20,9.71,-3.71,11480.00,101390.00,Educational Instruction and Library Occupations,5.00,8,high,Q3: Tool gap,71983.60
"Sociology Teachers, Postsecondary",72.41,8964.71,739946923.28,80.41,9955.24,821705474.28,8.00,-3.43,12380.00,82540.00,Educational Instruction and Library Occupations,5.00,8,high,Q3: Tool gap,71727.25
Commercial and Industrial Designers,58.71,17760.43,1411066093.40,62.74,18978.69,1507857208.00,4.03,-2.47,30250.00,79450.00,"Arts, Design, Entertainment, Sports, and Media Occupations",4.00,5,moderate,Q4: Low priority,71526.94
Precision Agriculture Technicians,37.75,2706.43,126633769.43,64.15,4599.35,215203815.89,26.40,-0.34,7170.00,46790.00,"Life, Physical, and Social Science Occupations",3.00,9,high,Q1: Automation opportunity,71451.47
Brownfield Redevelopment Specialists and Site Managers,15.93,3595.02,490899501.87,35.42,7993.65,1091532970.57,19.49,-2.23,22567.00,136550.00,Management Occupations,4.00,3,low,Q3: Tool gap,70072.06
Solar Thermal Installers and Technicians,8.43,18368.14,1156641706.07,12.18,26534.86,1670900189.45,3.75,-2.13,217906.00,62970.00,Construction and Extraction Occupations,3.00,1,low,Q4: Low priority,68840.46
Nuclear Medicine Technologists,39.32,6668.53,646981154.20,49.47,8389.59,813958147.71,10.15,-0.59,16960.00,97020.00,Healthcare Practitioners and Technical Occupations,3.00,7,moderate,Q1: Automation opportunity,67670.58
Fuel Cell Engineers,37.66,17405.41,1780921749.01,41.52,19191.26,1963649474.84,3.86,-3.35,46219.00,102320.00,Architecture and Engineering Occupations,4.00,3,low,Q4: Low priority,67252.38
Cleaners of Vehicles and Equipment,4.91,18379.62,648249251.86,8.56,32022.73,1129441580.30,3.65,0.19,373960.00,35270.00,Transportation and Material Moving Occupations,2.00,4,moderate,Q2: Already adopted,67053.99
Tool and Die Makers,22.89,12620.15,797340909.35,28.19,15543.64,982047015.51,5.30,-0.97,55130.00,63180.00,Production Occupations,3.00,5,moderate,Q2: Already adopted,66923.41
Airfield Operations Specialists,29.10,4843.06,274843446.21,42.91,7140.69,405234185.63,13.81,-0.93,16640.00,56750.00,Transportation and Material Moving Occupations,3.00,5,moderate,Q1: Automation opportunity,66872.43
Midwives,31.44,11623.96,744281907.42,37.18,13744.98,880091036.00,5.74,-2.40,36970.00,64030.00,Healthcare Practitioners and Technical Occupations,5.00,5,moderate,Q4: Low priority,66688.35
Family Medicine Physicians,21.06,22735.38,5419660830.38,23.99,25898.27,6173628467.93,2.93,-4.13,107950.00,238380.00,Healthcare Practitioners and Technical Occupations,5.00,3,low,Q4: Low priority,66613.54
Clergy,72.16,41912.64,2549126559.92,73.75,42832.66,2605082517.91,1.58,-3.44,58080.00,60820.00,Community and Social Service Occupations,5.00,6,moderate,Q4: Low priority,66392.39
General Internal Medicine Physicians,16.70,11129.04,2630348625.58,22.61,15067.06,3561099895.54,5.91,-3.82,66640.00,236350.00,Healthcare Practitioners and Technical Occupations,5.00,3,low,Q4: Low priority,65765.90
"Recreation and Fitness Studies Teachers, Postsecondary",69.59,8824.34,669679518.08,77.02,9766.51,741180499.29,7.43,-1.43,12680.00,75890.00,Educational Instruction and Library Occupations,5.00,7,moderate,Q3: Tool gap,65567.81
Correspondence Clerks,50.43,3157.19,147567116.07,71.06,4448.15,207906556.55,20.62,-0.08,6260.00,46740.00,Office and Administrative Support Occupations,2.00,9,high,Q1: Automation opportunity,65108.71
Psychiatric Technicians,15.72,21429.99,912703439.34,18.76,25569.91,1089022412.64,3.04,0.19,136300.00,42590.00,Healthcare Practitioners and Technical Occupations,3.00,6,moderate,Q2: Already adopted,65090.50
Gambling Cage Workers,31.39,4234.91,156649465.60,46.57,6282.70,232397061.48,15.18,2.08,13490.00,36990.00,Office and Administrative Support Occupations,2.00,6,moderate,Q1: Automation opportunity,64286.11
Avionics Technicians,29.42,6147.97,500383419.49,39.85,8328.16,677828684.44,10.43,-1.84,20900.00,81390.00,"Installation, Maintenance, and Repair Occupations",3.00,3,low,Q3: Tool gap,64132.61
Tour Guides and Escorts,36.88,9037.41,331311604.82,43.85,10745.61,393934076.76,6.97,1.47,24505.00,36660.00,Personal Care and Service Occupations,3.00,8,high,Q2: Already adopted,62998.07
Occupational Therapists,40.17,22455.66,2208289230.19,42.94,23999.37,2360097985.95,2.76,-3.17,55895.00,98340.00,Healthcare Practitioners and Technical Occupations,5.00,7,moderate,Q4: Low priority,62018.24
Molecular and Cellular Biologists,48.60,4945.69,461580991.99,61.14,6221.66,580667105.74,12.54,-4.77,10176.00,93330.00,"Life, Physical, and Social Science Occupations",5.00,7,moderate,Q3: Tool gap,62013.95
"Physics Teachers, Postsecondary",80.44,10931.36,1064277312.23,86.07,11697.02,1138821412.92,5.63,-4.28,13590.00,97360.00,Educational Instruction and Library Occupations,5.00,7,moderate,Q4: Low priority,61586.78
Music Directors and Composers,37.62,4638.50,295333227.21,50.89,6275.06,399532896.63,13.27,-0.49,12330.00,63670.00,"Arts, Design, Entertainment, Sports, and Media Occupations",4.00,7,moderate,Q1: Automation opportunity,61566.70
Railroad Conductors and Yardmasters,18.88,8062.06,597237591.99,26.48,11310.07,837849802.85,7.60,-0.40,42710.00,74080.00,Transportation and Material Moving Occupations,2.00,4,moderate,Q1: Automation opportunity,61310.28
"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",18.72,5343.45,250554244.98,30.18,8616.66,404035388.21,11.46,-0.05,28550.00,46890.00,Production Occupations,2.00,6,moderate,Q1: Automation opportunity,61261.86
Environmental Engineering Technologists and Technicians,31.26,3907.58,230117165.17,46.85,5856.19,344870940.46,15.59,-0.99,12500.00,58890.00,Architecture and Engineering Occupations,4.00,4,moderate,Q1: Automation opportunity,60914.81
"Pump Operators, Except Wellhead Pumpers",20.64,2600.14,156060210.46,44.03,5548.31,333009485.75,23.40,-0.53,12600.00,60020.00,Transportation and Material Moving Occupations,2.00,4,moderate,Q1: Automation opportunity,60838.49
Fashion Designers,55.70,11647.66,939849523.04,60.91,12736.45,1027704313.22,5.21,-0.17,20910.00,80690.00,"Arts, Design, Entertainment, Sports, and Media Occupations",3.00,11,high,Q2: Already adopted,60649.93
"Captains, Mates, and Pilots of Water Vessels",20.14,7127.29,609668337.57,28.57,10111.57,864943941.13,8.43,-1.61,35390.00,85540.00,Transportation and Material Moving Occupations,3.00,2,low,Q3: Tool gap,60101.30
Judicial Law Clerks,62.97,8324.52,502800747.86,70.16,9275.51,560240664.72,7.19,-3.87,13220.00,60400.00,Legal Occupations,5.00,7,moderate,Q4: Low priority,59883.12
Adapted Physical Education Specialists,33.82,13308.42,897386815.98,38.19,15029.07,1013409968.90,4.37,-1.42,39350.00,67430.00,Educational Instruction and Library Occupations,5.00,6,moderate,Q4: Low priority,58193.34
"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",20.34,4546.45,221093901.80,33.14,7405.97,360152316.18,12.79,-1.35,22350.00,48630.00,Production Occupations,2.00,1,low,Q3: Tool gap,58168.51
Biofuels/Biodiesel Technology and Product Development Managers,22.85,8736.92,1465531440.08,29.44,11255.69,1888028765.58,6.59,-1.83,38238.00,167740.00,Management Occupations,4.00,3,low,Q4: Low priority,57550.71
"Control and Valve Installers and Repairers, Except Mechanical Door",24.17,11341.96,847131348.08,29.17,13687.47,1022317361.25,5.00,-0.48,46920.00,74690.00,"Installation, Maintenance, and Repair Occupations",3.00,4,moderate,Q2: Already adopted,56697.94
Museum Technicians and Conservators,57.94,7573.24,359425980.89,65.40,8548.00,405688312.06,7.46,0.93,13070.00,47460.00,Educational Instruction and Library Occupations,4.00,8,high,Q1: Automation opportunity,56481.46
First-Line Supervisors of Firefighting and Prevention Workers,3.73,3496.47,323179124.39,19.81,18560.23,1715522272.98,16.08,-2.35,93680.00,92430.00,Protective Service Occupations,3.00,2,low,Q3: Tool gap,56223.36
Dietitians and Nutritionists,52.54,40226.41,2970720220.44,53.92,41284.39,3048852185.50,1.38,-2.46,76570.00,73850.00,Healthcare Practitioners and Technical Occupations,5.00,7,moderate,Q4: Low priority,55581.58
"Special Education Teachers, Preschool",32.51,9169.04,570222451.80,38.54,10867.32,675838471.89,6.02,-0.64,28200.00,62190.00,Educational Instruction and Library Occupations,5.00,7,moderate,Q2: Already adopted,55218.41
Mechanical Engineering Technologists and Technicians,33.51,4939.34,339480539.30,44.55,6567.08,451355392.58,11.04,-1.57,14740.00,68730.00,Architecture and Engineering Occupations,3.00,5,moderate,Q3: Tool gap,54545.28
Audiovisual Equipment Installers and Repairers,21.33,4728.82,239373008.52,32.45,7194.73,364197040.70,11.12,-0.51,22170.00,50620.00,"Installation, Maintenance, and Repair Occupations",3.00,4,moderate,Q1: Automation opportunity,52597.30
Farm Equipment Mechanics and Service Technicians,18.20,6713.77,349653325.11,26.03,9600.51,499994575.12,7.83,-2.21,36880.00,52080.00,"Installation, Maintenance, and Repair Occupations",3.00,2,low,Q3: Tool gap,52551.24
"Administrative Law Judges, Adjudicators, and Hearing Officers",40.53,6577.79,757958885.67,48.50,7872.32,907127577.80,7.98,-3.58,16230.00,115230.00,Legal Occupations,5.00,6,moderate,Q3: Tool gap,52465.48
"Pediatricians, General",50.52,21702.40,4560324711.32,52.93,22740.55,4778472097.60,2.42,-3.58,42960.00,210130.00,Healthcare Practitioners and Technical Occupations,5.00,6,moderate,Q4: Low priority,52445.16
Recreational Therapists,44.55,6709.74,404463105.95,52.32,7879.60,474982553.81,7.77,-2.36,15060.00,60280.00,Healthcare Practitioners and Technical Occupations,4.00,7,moderate,Q3: Tool gap,52121.43
"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",15.25,5535.78,260513968.40,24.64,8940.62,420745801.02,9.38,-0.23,36290.00,47060.00,Production Occupations,2.00,4,moderate,Q1: Automation opportunity,51938.45
Farm and Home Management Educators,36.57,3751.84,218057136.83,50.40,5170.59,300514711.29,13.83,-2.64,10260.00,58120.00,Educational Instruction and Library Occupations,5.00,5,moderate,Q3: Tool gap,51880.28
"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",44.60,42985.19,4227163293.63,45.80,44147.90,4341504168.36,1.21,-1.20,96385.00,98340.00,Healthcare Practitioners and Technical Occupations,5.00,7,moderate,Q4: Low priority,51853.81
Actuaries,45.67,12943.55,1627910758.20,49.65,14071.91,1769823667.82,3.98,-4.16,28340.00,125770.00,Computer and Mathematical Occupations,4.00,7,moderate,Q4: Low priority,51534.55
Physician Assistants,48.10,58126.83,7745981494.88,48.98,59185.03,7886997684.82,0.88,-3.99,120847.00,133260.00,Healthcare Practitioners and Technical Occupations,5.00,6,moderate,Q4: Low priority,50899.08
"Computer Science Teachers, Postsecondary",79.16,28687.19,2773764798.78,80.92,29323.62,2835301124.02,1.76,-2.67,36240.00,96690.00,Educational Instruction and Library Occupations,5.00,7,moderate,Q4: Low priority,50379.04
Atmospheric and Space Scientists,58.78,5161.19,502957548.59,68.49,6013.74,586039095.13,9.71,-3.21,8780.00,97450.00,"Life, Physical, and Social Science Occupations",4.00,7,moderate,Q3: Tool gap,50116.15
"Social Work Teachers, Postsecondary",75.98,10143.72,773053206.43,80.86,10794.88,822677701.90,4.88,-4.31,13350.00,76210.00,Educational Instruction and Library Occupations,5.00,6,moderate,Q4: Low priority,49476.65
Funeral Home Managers,19.66,2578.78,198127802.42,38.78,5088.28,390932495.94,19.13,-0.51,13120.00,76830.00,Management Occupations,3.00,5,moderate,Q1: Automation opportunity,49325.05
Psychiatric Aides,22.92,7998.57,332660560.39,29.03,10132.26,421400491.93,6.11,0.95,34900.00,41590.00,Healthcare Support Occupations,2.00,8,moderate,Q2: Already adopted,48900.93
"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",76.37,8728.72,735743523.88,81.95,9366.95,789540432.93,5.58,-1.62,11430.00,84290.00,Educational Instruction and Library Occupations,5.00,7,moderate,Q4: Low priority,48739.99
Adhesive Bonding Machine Operators and Tenders,21.57,2625.67,118706609.73,40.13,4883.84,220798500.02,18.56,-1.85,12170.00,45210.00,Production Occupations,2.00,2,low,Q3: Tool gap,48719.92
"Architecture Teachers, Postsecondary",77.55,7072.33,717699624.28,84.28,7685.95,779970545.79,6.73,-2.96,9120.00,101480.00,Educational Instruction and Library Occupations,5.00,7,moderate,Q4: Low priority,47585.24
Crane and Tower Operators,15.25,6403.02,424968572.59,22.62,9498.85,630438533.93,7.37,-1.09,42000.00,66370.00,Transportation and Material Moving Occupations,3.00,3,low,Q1: Automation opportunity,47196.76
Metal-Refining Furnace Operators and Tenders,17.97,3652.63,203707228.40,30.58,6217.74,346763335.84,12.62,-1.47,20330.00,55770.00,Production Occupations,2.00,1,low,Q3: Tool gap,46086.55
Materials Engineers,25.35,5771.79,625142630.57,33.29,7579.31,820914712.15,7.94,-3.40,22770.00,108310.00,Architecture and Engineering Occupations,4.00,1,low,Q3: Tool gap,45817.33
Food Science Technicians,35.68,3513.84,167946476.85,48.63,4789.21,228903646.39,12.95,0.46,9848.10,47795.71,"Life, Physical, and Social Science Occupations",3.00,9,high,Q1: Automation opportunity,45505.67
Septic Tank Servicers and Sewer Pipe Cleaners,21.23,6168.62,303126116.99,28.53,8289.32,407336998.47,7.30,-1.27,29050.00,49140.00,Construction and Extraction Occupations,1.00,2,low,Q3: Tool gap,45031.87
Petroleum Engineers,20.42,3873.29,547218150.61,32.02,6073.62,858081555.53,11.60,-1.74,18970.00,141280.00,Architecture and Engineering Occupations,4.00,3,low,Q3: Tool gap,44926.38
"Meter Readers, Utilities",42.77,8390.83,412660815.90,48.12,9441.03,464309712.82,5.35,2.00,19620.00,49180.00,Office and Administrative Support Occupations,2.00,8,high,Q2: Already adopted,44913.64
Veterinarians,34.16,27545.77,3457269497.66,35.79,28860.35,3622263094.10,1.63,-2.82,80630.00,125510.00,Healthcare Practitioners and Technical Occupations,5.00,6,moderate,Q4: Low priority,44910.41
"Opticians, Dispensing",20.21,16102.27,749721726.01,22.98,18311.99,852606187.57,2.77,-0.27,79690.00,46560.00,Healthcare Practitioners and Technical Occupations,3.00,4,moderate,Q2: Already adopted,44649.86
Sports Medicine Physicians,25.31,8651.02,2154999635.99,30.46,10411.05,2593429190.59,5.15,-4.41,34183.00,249103.60,Healthcare Practitioners and Technical Occupations,5.00,6,moderate,Q4: Low priority,44542.73
Traffic Technicians,26.05,1974.31,115457414.48,48.49,3675.58,214947702.09,22.44,0.42,7580.00,58480.00,Transportation and Material Moving Occupations,3.00,5,moderate,Q1: Automation opportunity,44311.72
Neurodiagnostic Technologists,21.05,11146.35,543830357.11,24.99,13231.59,645569167.57,3.94,-0.43,52948.00,48790.00,Healthcare Practitioners and Technical Occupations,3.00,5,moderate,Q2: Already adopted,43897.41
Epidemiologists,31.54,3614.63,303556898.14,43.64,5001.48,420024323.43,12.10,-3.99,11460.00,83980.00,"Life, Physical, and Social Science Occupations",5.00,5,moderate,Q3: Tool gap,43742.97
"Environmental Science Teachers, Postsecondary",72.77,5188.57,455089341.24,81.07,5780.44,507002454.04,8.30,-2.80,7130.00,87710.00,Educational Instruction and Library Occupations,5.00,7,moderate,Q3: Tool gap,43071.10
"Poets, Lyricists and Creative Writers",87.44,39364.63,2844881745.13,88.54,39856.61,2880437456.98,1.09,-1.49,45017.00,72270.00,"Arts, Design, Entertainment, Sports, and Media Occupations",4.00,8,high,Q4: Low priority,43021.04
Fitness and Wellness Coordinators,38.38,2157.62,132348182.60,58.23,3272.98,200764783.94,19.84,-0.93,5621.00,61340.00,Management Occupations,4.00,8,high,Q1: Automation opportunity,42813.27
Surgical Technologists,7.70,8773.80,551257695.71,12.58,14325.44,900067134.02,4.87,0.12,113890.00,62830.00,Healthcare Practitioners and Technical Occupations,3.00,5,moderate,Q2: Already adopted,42768.42
Photographic Process Workers and Processing Machine Operators,20.87,1158.54,46457486.24,57.22,3175.61,127342061.19,36.34,1.05,5550.00,40100.00,Production Occupations,2.00,4,moderate,Q1: Automation opportunity,42105.58
Emergency Medicine Physicians,16.51,4021.15,1001682431.66,26.91,6555.20,1632923685.87,10.40,-5.54,24358.57,249103.60,Healthcare Practitioners and Technical Occupations,5.00,0,low,Q3: Tool gap,41832.48
"Morticians, Undertakers, and Funeral Arrangers",22.38,5752.43,286470831.03,29.57,7598.46,378403415.16,7.18,0.33,25700.00,49800.00,Personal Care and Service Occupations,3.00,6,moderate,Q2: Already adopted,41319.79
Biofuels Processing Technicians,13.88,2213.47,136593498.26,32.28,5148.57,317718235.01,18.40,-1.49,15950.00,61710.00,Production Occupations,2.00,3,low,Q3: Tool gap,40732.03
Environmental Engineers,37.92,14389.42,1498945413.87,40.73,15457.13,1610169047.72,2.81,-3.09,37950.00,104170.00,Architecture and Engineering Occupations,4.00,5,moderate,Q4: Low priority,40484.22
Power Distributors and Dispatchers,36.17,3320.70,356112051.59,48.36,4439.10,476049131.07,12.18,0.08,9180.00,107240.00,Production Occupations,3.00,8,high,Q1: Automation opportunity,40456.08
Labor Relations Specialists,37.62,24297.41,2271807910.64,39.28,25369.08,2372008539.82,1.66,-2.54,64590.00,93500.00,Business and Financial Operations Occupations,4.00,6,moderate,Q4: Low priority,40313.78
Hazardous Materials Removal Workers,9.12,4614.05,223735080.38,17.84,9023.42,437545481.69,8.72,-0.62,50570.00,48490.00,Construction and Extraction Occupations,3.00,6,moderate,Q1: Automation opportunity,40231.44
Telephone Operators,52.49,2073.24,81125946.13,71.71,2832.68,110842861.17,19.23,1.00,3950.00,39130.00,Office and Administrative Support Occupations,2.00,8,high,Q1: Automation opportunity,39860.86
"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",14.60,4600.91,191397665.33,23.19,7308.03,304014060.86,8.59,0.95,31510.00,41600.00,Production Occupations,2.00,4,moderate,Q1: Automation opportunity,39527.85
Gas Plant Operators,21.18,3369.84,281044530.32,32.89,5233.53,436476441.72,11.71,-0.81,15910.00,83400.00,Production Occupations,2.00,6,moderate,Q1: Automation opportunity,39474.17
Non-Destructive Testing Specialists,40.30,19222.33,1487616142.64,42.34,20196.55,1563011077.09,2.04,-1.16,47697.00,77390.00,Architecture and Engineering Occupations,2.00,6,moderate,Q4: Low priority,39261.99
"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",10.59,2065.00,88237642.39,29.58,5768.21,246475631.31,18.99,0.42,19500.00,42730.00,Production Occupations,2.00,3,low,Q1: Automation opportunity,39216.09
Soil and Plant Scientists,41.05,6815.07,486664109.85,46.80,7769.17,554796729.98,5.75,-2.60,16600.00,71410.00,"Life, Physical, and Social Science Occupations",5.00,8,high,Q4: Low priority,39170.42
"Environmental Scientists and Specialists, Including Health",49.68,15008.10,1201548532.92,52.28,15793.37,1264417378.33,2.60,-1.41,30210.00,80060.00,"Life, Physical, and Social Science Occupations",4.00,7,moderate,Q4: Low priority,39011.70
