category,config_key,config_label,pct_tasks_affected,workers_affected,wages_affected
Dietetic Technicians,agentic_confirmed,Agentic Confirmed,38.91,11652.43,431605851.59
Wind Energy Development Managers,agentic_confirmed,Agentic Confirmed,15.27,11616.62,1586249195.45
Photonics Engineers,agentic_confirmed,Agentic Confirmed,31.32,11606.95,1366718167.81
"Mixing and Blending Machine Setters, Operators, and Tenders",agentic_confirmed,Agentic Confirmed,11.50,11597.57,552971899.45
Electrical and Electronic Equipment Assemblers,agentic_confirmed,Agentic Confirmed,12.29,11199.77,495141794.53
Social Science Research Assistants,agentic_confirmed,Agentic Confirmed,33.99,11195.16,649767247.13
Statisticians,agentic_confirmed,Agentic Confirmed,59.91,11183.33,1155237921.19
"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",agentic_confirmed,Agentic Confirmed,11.51,11096.15,1091195727.59
Producers and Directors,agentic_confirmed,Agentic Confirmed,44.72,11072.66,924345403.93
"Pediatricians, General",agentic_confirmed,Agentic Confirmed,25.29,10866.06,2283286238.10
Veterinary Assistants and Laboratory Animal Caretakers,agentic_confirmed,Agentic Confirmed,9.37,10696.93,399209468.50
"Political Science Teachers, Postsecondary",agentic_confirmed,Agentic Confirmed,62.15,10671.49,1010376226.33
Occupational Therapists,agentic_confirmed,Agentic Confirmed,19.02,10633.83,1045730624.51
Media Programming Directors,agentic_confirmed,Agentic Confirmed,26.93,10441.85,871685948.13
Chemical Equipment Operators and Tenders,agentic_confirmed,Agentic Confirmed,7.94,10112.75,577337165.32
Supply Chain Managers,agentic_confirmed,Agentic Confirmed,6.79,10079.02,1028160529.50
"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",agentic_confirmed,Agentic Confirmed,3.85,10063.56,359168279.16
"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",agentic_confirmed,Agentic Confirmed,8.04,9974.91,560290747.21
Skincare Specialists,agentic_confirmed,Agentic Confirmed,14.12,9918.32,412205272.32
"Postal Service Mail Sorters, Processors, and Processing Machine Operators",agentic_confirmed,Agentic Confirmed,8.70,9739.63,550581454.39
Helpers--Production Workers,agentic_confirmed,Agentic Confirmed,5.79,9692.87,370461393.05
Automotive and Watercraft Service Attendants,agentic_confirmed,Agentic Confirmed,9.81,9638.91,335915916.35
Video Game Designers,agentic_confirmed,Agentic Confirmed,16.96,9447.06,926662022.66
Medical Equipment Repairers,agentic_confirmed,Agentic Confirmed,15.50,9429.63,590577907.75
Lodging Managers,agentic_confirmed,Agentic Confirmed,22.19,9174.77,625076817.56
"Chemistry Teachers, Postsecondary",agentic_confirmed,Agentic Confirmed,44.76,9127.24,786950645.87
Obstetricians and Gynecologists,agentic_confirmed,Agentic Confirmed,45.53,9060.70,2336935156.72
Advertising and Promotions Managers,agentic_confirmed,Agentic Confirmed,42.68,9006.40,1143453044.51
Robotics Engineers,agentic_confirmed,Agentic Confirmed,36.31,8849.53,1042032504.44
Cargo and Freight Agents,agentic_confirmed,Agentic Confirmed,29.13,8832.51,440742193.05
Appraisers and Assessors of Real Estate,agentic_confirmed,Agentic Confirmed,29.17,8615.49,563625658.18
Veterinary Technologists and Technicians,agentic_confirmed,Agentic Confirmed,6.54,8586.36,394800688.78
Manicurists and Pedicurists,agentic_confirmed,Agentic Confirmed,5.80,8568.24,296975354.20
Civil Engineers,agentic_confirmed,Agentic Confirmed,7.11,8422.66,838812527.26
Radiologic Technologists and Technicians,agentic_confirmed,Agentic Confirmed,3.76,8396.79,652094613.82
First-Line Supervisors of Passenger Attendants,agentic_confirmed,Agentic Confirmed,7.71,8298.84,432680413.89
"Social Work Teachers, Postsecondary",agentic_confirmed,Agentic Confirmed,62.03,8281.18,631108501.50
Non-Destructive Testing Specialists,agentic_confirmed,Agentic Confirmed,17.25,8229.85,636907900.18
"Physics Teachers, Postsecondary",agentic_confirmed,Agentic Confirmed,60.03,8158.59,794319839.82
Massage Therapists,agentic_confirmed,Agentic Confirmed,8.48,8143.51,471916556.25
Optometrists,agentic_confirmed,Agentic Confirmed,19.12,8009.69,1079945830.46
First-Line Supervisors of Personal Service Workers,agentic_confirmed,Agentic Confirmed,7.40,7971.31,415603691.54
Security and Fire Alarm Systems Installers,agentic_confirmed,Agentic Confirmed,9.70,7906.43,468851062.11
"Economics Teachers, Postsecondary",agentic_confirmed,Agentic Confirmed,63.62,7901.32,948000868.07
Biochemists and Biophysicists,agentic_confirmed,Agentic Confirmed,22.86,7890.41,817841376.31
"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",agentic_confirmed,Agentic Confirmed,4.52,7882.04,359342200.73
Chiropractors,agentic_confirmed,Agentic Confirmed,20.94,7881.37,622628565.64
"Library Assistants, Clerical",agentic_confirmed,Agentic Confirmed,9.84,7879.74,283749468.93
Public Safety Telecommunicators,agentic_confirmed,Agentic Confirmed,7.78,7863.95,398938422.17
"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",agentic_confirmed,Agentic Confirmed,15.81,7862.70,358932442.86
"Environmental Scientists and Specialists, Including Health",agentic_confirmed,Agentic Confirmed,26.01,7857.76,629092177.09
Architectural and Civil Drafters,agentic_confirmed,Agentic Confirmed,7.15,7833.96,503566901.16
Talent Directors,agentic_confirmed,Agentic Confirmed,13.51,7747.05,646723478.03
"Criminal Justice and Law Enforcement Teachers, Postsecondary",agentic_confirmed,Agentic Confirmed,56.15,7614.39,544200232.57
Gambling Dealers,agentic_confirmed,Agentic Confirmed,9.16,7602.17,253000249.37
"Transportation, Storage, and Distribution Managers",agentic_confirmed,Agentic Confirmed,11.68,7553.34,770516663.12
Community Health Workers,agentic_confirmed,Agentic Confirmed,12.43,7549.97,385274845.57
Telecommunications Line Installers and Repairers,agentic_confirmed,Agentic Confirmed,7.64,7510.99,529525053.85
Naturopathic Physicians,agentic_confirmed,Agentic Confirmed,35.59,7468.89,849437093.61
Curators,agentic_confirmed,Agentic Confirmed,60.54,7434.09,459203850.07
Roofers,agentic_confirmed,Agentic Confirmed,5.41,7395.56,376951705.31
Special Effects Artists and Animators,agentic_confirmed,Agentic Confirmed,34.45,7330.50,731583991.73
Phlebotomists,agentic_confirmed,Agentic Confirmed,5.25,7296.66,318572240.96
"Recreation and Fitness Studies Teachers, Postsecondary",agentic_confirmed,Agentic Confirmed,57.53,7294.95,553613600.10
"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",agentic_confirmed,Agentic Confirmed,11.68,7190.20,445073671.47
"Energy Engineers, Except Wind and Solar",agentic_confirmed,Agentic Confirmed,27.55,7113.67,837635036.23
Urban and Regional Planners,agentic_confirmed,Agentic Confirmed,16.49,7097.81,594228285.96
"Special Education Teachers, Elementary School",agentic_confirmed,Agentic Confirmed,7.56,7019.92,451170554.34
Parking Attendants,agentic_confirmed,Agentic Confirmed,5.10,6872.19,237777761.15
"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",agentic_confirmed,Agentic Confirmed,6.38,6870.45,358207550.29
Loss Prevention Managers,agentic_confirmed,Agentic Confirmed,4.15,6806.51,929429475.78
"Special Education Teachers, Kindergarten",agentic_confirmed,Agentic Confirmed,7.31,6790.25,436409073.29
"Medical Scientists, Except Epidemiologists",agentic_confirmed,Agentic Confirmed,4.31,6733.59,677332024.26
"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",agentic_confirmed,Agentic Confirmed,58.90,6732.64,567493859.01
Musicians and Singers,agentic_confirmed,Agentic Confirmed,17.54,6726.49,593922383.59
Industrial Engineers,agentic_confirmed,Agentic Confirmed,7.60,6651.78,672761155.27
Nanosystems Engineers,agentic_confirmed,Agentic Confirmed,30.61,6633.79,781128416.51
Audiovisual Equipment Installers and Repairers,agentic_confirmed,Agentic Confirmed,29.73,6590.27,333599505.99
"Sociology Teachers, Postsecondary",agentic_confirmed,Agentic Confirmed,52.87,6545.23,540243519.17
"Credit Authorizers, Checkers, and Clerks",agentic_confirmed,Agentic Confirmed,54.10,6469.79,317860907.43
Travel Guides,agentic_confirmed,Agentic Confirmed,26.25,6432.34,235809493.20
Wind Energy Operations Managers,agentic_confirmed,Agentic Confirmed,11.19,6359.42,868379079.76
First-Line Supervisors of Material-Moving Machine and Vehicle Operators,agentic_confirmed,Agentic Confirmed,5.16,6348.24,392955825.50
"Electrical and Electronics Repairers, Commercial and Industrial Equipment",agentic_confirmed,Agentic Confirmed,10.56,6337.69,451877449.21
Public Relations Managers,agentic_confirmed,Agentic Confirmed,10.67,6260.41,825344397.95
Nannies,agentic_confirmed,Agentic Confirmed,3.74,6211.15,199067413.71
Remote Sensing Scientists and Technologists,agentic_confirmed,Agentic Confirmed,27.49,6207.93,732287469.07
Economists,agentic_confirmed,Agentic Confirmed,59.52,6103.55,704593659.95
Flight Attendants,agentic_confirmed,Agentic Confirmed,4.64,6036.15,405206507.53
Histotechnologists,agentic_confirmed,Agentic Confirmed,10.54,6027.91,373067228.19
Structural Iron and Steel Workers,agentic_confirmed,Agentic Confirmed,9.21,5959.25,373645078.83
First-Line Supervisors of Gambling Services Workers,agentic_confirmed,Agentic Confirmed,23.26,5939.30,365801241.32
"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",agentic_confirmed,Agentic Confirmed,51.43,5904.51,598658529.61
First-Line Supervisors of Correctional Officers,agentic_confirmed,Agentic Confirmed,11.02,5884.75,449065058.47
"Cooks, Restaurant",agentic_confirmed,Agentic Confirmed,0.40,5880.33,216572669.55
Cytogenetic Technologists,agentic_confirmed,Agentic Confirmed,13.70,5873.24,363494826.43
"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",agentic_confirmed,Agentic Confirmed,10.78,5842.64,289210476.15
"Ushers, Lobby Attendants, and Ticket Takers",agentic_confirmed,Agentic Confirmed,4.87,5808.24,180926740.32
Nanotechnology Engineering Technologists and Technicians,agentic_confirmed,Agentic Confirmed,14.20,5798.81,375704809.13
Veterinarians,agentic_confirmed,Agentic Confirmed,7.14,5754.33,722225815.35
Microbiologists,agentic_confirmed,Agentic Confirmed,29.10,5750.88,502224264.57
Computer Numerically Controlled Tool Programmers,agentic_confirmed,Agentic Confirmed,20.34,5741.97,377075383.71
Broadcast Announcers and Radio Disc Jockeys,agentic_confirmed,Agentic Confirmed,23.96,5722.66,261410996.91
Automotive Engineering Technicians,agentic_confirmed,Agentic Confirmed,25.11,5702.79,391952785.29
Clergy,agentic_confirmed,Agentic Confirmed,9.73,5650.05,343635923.36
Psychiatrists,agentic_confirmed,Agentic Confirmed,22.72,5634.26,1453188343.78
Bus and Truck Mechanics and Diesel Engine Specialists,agentic_confirmed,Agentic Confirmed,1.95,5588.46,338884384.64
"Mobile Heavy Equipment Mechanics, Except Engines",agentic_confirmed,Agentic Confirmed,3.08,5559.45,355693458.31
"Directors, Religious Activities and Education",agentic_confirmed,Agentic Confirmed,25.65,5505.18,301904091.17
Pharmacy Aides,agentic_confirmed,Agentic Confirmed,13.38,5497.45,203405761.47
Remote Sensing Technicians,agentic_confirmed,Agentic Confirmed,10.87,5494.46,330381621.07
Electromechanical Equipment Assemblers,agentic_confirmed,Agentic Confirmed,6.02,5481.06,242317759.33
Solar Photovoltaic Installers,agentic_confirmed,Agentic Confirmed,19.34,5468.05,283572867.47
"Mail Clerks and Mail Machine Operators, Except Postal Service",agentic_confirmed,Agentic Confirmed,8.68,5447.95,207839316.25
Compensation and Benefits Managers,agentic_confirmed,Agentic Confirmed,27.02,5423.49,761241509.18
Midwives,agentic_confirmed,Agentic Confirmed,14.62,5403.65,345995895.48
Natural Sciences Managers,agentic_confirmed,Agentic Confirmed,16.14,5333.87,859712445.82
School Psychologists,agentic_confirmed,Agentic Confirmed,8.31,5304.58,461127036.33
"Architecture Teachers, Postsecondary",agentic_confirmed,Agentic Confirmed,58.13,5301.27,537972556.41
Passenger Attendants,agentic_confirmed,Agentic Confirmed,20.51,5196.89,195195200.23
Drywall and Ceiling Tile Installers,agentic_confirmed,Agentic Confirmed,6.05,5011.79,291385658.27
"Child, Family, and School Social Workers",agentic_confirmed,Agentic Confirmed,1.31,5006.69,293242123.73
Food Scientists and Technologists,agentic_confirmed,Agentic Confirmed,34.61,4973.64,424300908.79
"Camera Operators, Television, Video, and Film",agentic_confirmed,Agentic Confirmed,20.06,4907.73,337701168.76
Recycling Coordinators,agentic_confirmed,Agentic Confirmed,7.95,4896.39,303086235.64
Radiologists,agentic_confirmed,Agentic Confirmed,18.61,4891.56,1218506130.52
"Agricultural Sciences Teachers, Postsecondary",agentic_confirmed,Agentic Confirmed,55.78,4853.18,419072518.14
"Career/Technical Education Teachers, Middle School",agentic_confirmed,Agentic Confirmed,33.83,4804.48,305661114.51
"Agents and Business Managers of Artists, Performers, and Athletes",agentic_confirmed,Agentic Confirmed,33.71,4793.44,461656654.37
Interior Designers,agentic_confirmed,Agentic Confirmed,6.86,4771.94,302970646.94
Microsystems Engineers,agentic_confirmed,Agentic Confirmed,20.51,4732.67,557271425.47
Funeral Attendants,agentic_confirmed,Agentic Confirmed,15.40,4707.24,162917590.49
"Painters, Construction and Maintenance",agentic_confirmed,Agentic Confirmed,2.06,4607.96,224223160.83
Athletic Trainers,agentic_confirmed,Agentic Confirmed,15.76,4563.79,274968137.06
Transportation Planners,agentic_confirmed,Agentic Confirmed,12.23,4520.17,453553399.22
"Meter Readers, Utilities",agentic_confirmed,Agentic Confirmed,22.84,4481.62,220406077.52
Medical and Clinical Laboratory Technicians,agentic_confirmed,Agentic Confirmed,5.15,4415.27,273260903.15
"Fine Artists, Including Painters, Sculptors, and Illustrators",agentic_confirmed,Agentic Confirmed,43.74,4373.85,264880537.65
Bioengineers and Biomedical Engineers,agentic_confirmed,Agentic Confirmed,19.99,4370.59,467434239.11
Detectives and Criminal Investigators,agentic_confirmed,Agentic Confirmed,22.66,4254.33,398120156.95
Histology Technicians,agentic_confirmed,Agentic Confirmed,7.20,4116.68,254781605.35
New Accounts Clerks,agentic_confirmed,Agentic Confirmed,10.79,4102.46,191215866.75
"Judges, Magistrate Judges, and Magistrates",agentic_confirmed,Agentic Confirmed,15.69,4014.54,627112027.14
Water/Wastewater Engineers,agentic_confirmed,Agentic Confirmed,3.31,3926.09,390999063.17
Energy Auditors,agentic_confirmed,Agentic Confirmed,7.54,3879.48,279787850.45
Statistical Assistants,agentic_confirmed,Agentic Confirmed,64.47,3803.71,195662938.54
Budget Analysts,agentic_confirmed,Agentic Confirmed,7.97,3760.54,330664187.58
Judicial Law Clerks,agentic_confirmed,Agentic Confirmed,28.28,3738.97,225833906.49
"Environmental Science Teachers, Postsecondary",agentic_confirmed,Agentic Confirmed,52.18,3720.45,326320873.46
Molecular and Cellular Biologists,agentic_confirmed,Agentic Confirmed,35.67,3630.16,338802865.47
Biostatisticians,agentic_confirmed,Agentic Confirmed,32.50,3617.60,373698536.28
"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",agentic_confirmed,Agentic Confirmed,2.27,3615.05,172040295.66
Fundraising Managers,agentic_confirmed,Agentic Confirmed,5.96,3497.35,461075297.05
Climate Change Policy Analysts,agentic_confirmed,Agentic Confirmed,16.19,3486.71,279145675.31
Brickmasons and Blockmasons,agentic_confirmed,Agentic Confirmed,6.50,3480.80,211632745.25
"Special Education Teachers, Preschool",agentic_confirmed,Agentic Confirmed,12.28,3461.87,215293491.89
Geneticists,agentic_confirmed,Agentic Confirmed,33.78,3435.74,320657874.49
Facilities Managers,agentic_confirmed,Agentic Confirmed,1.86,3435.74,367577494.76
Administrative Services Managers,agentic_confirmed,Agentic Confirmed,1.85,3412.15,365054654.47
Farm and Home Management Educators,agentic_confirmed,Agentic Confirmed,33.10,3395.75,197361223.46
Hazardous Materials Removal Workers,agentic_confirmed,Agentic Confirmed,6.63,3353.23,162598023.53
Compliance Officers,agentic_confirmed,Agentic Confirmed,17.80,3258.13,255502497.91
Baggage Porters and Bellhops,agentic_confirmed,Agentic Confirmed,10.26,3202.86,115366887.74
Commercial Pilots,agentic_confirmed,Agentic Confirmed,6.13,3175.71,389564344.32
Dental Laboratory Technicians,agentic_confirmed,Agentic Confirmed,9.17,3109.70,150229540.12
Exercise Physiologists,agentic_confirmed,Agentic Confirmed,37.90,3073.61,178761413.64
Bailiffs,agentic_confirmed,Agentic Confirmed,18.05,3052.62,174151946.01
Occupational Health and Safety Technicians,agentic_confirmed,Agentic Confirmed,9.62,3026.94,176894375.93
"Physicians, Pathologists",agentic_confirmed,Agentic Confirmed,25.60,3020.98,752536935.89
Psychiatric Aides,agentic_confirmed,Agentic Confirmed,8.62,3009.87,125180568.08
"Environmental Science and Protection Technicians, Including Health",agentic_confirmed,Agentic Confirmed,7.61,2996.94,148318482.53
